ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2019,3301306,Casimiro de Abreu,CASIMIRO DE ABREU - RJ,201927930004,WALNEY ROCHA,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Educação básica,"400.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3301306,Casimiro de Abreu,CASIMIRO DE ABREU - RJ,201923970012,HUGO LEAL,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"75,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
