Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"42.325.788,61","40.472.299,09","38.634.098,58","1.853.489,52","1.838.200,51",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3543402
06.181 - Policiamento,"39.556.423,74","38.556.172,28","36.742.066,38","1.000.251,46","1.814.105,90",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3543402
06.182 - Defesa Civil,"2.769.364,87","1.916.126,81","1.892.032,20","853.238,06","24.094,61",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2023&id_ente=3543402
