Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"36.398.772,94","34.468.796,80","32.877.169,85","1.929.976,14","1.591.626,95",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3543402
06.181 - Policiamento,"34.818.272,78","33.034.091,50","31.613.513,57","1.784.181,28","1.420.577,93",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3543402
06.182 - Defesa Civil,"1.580.500,16","1.434.705,30","1.263.656,28","145.794,86","171.049,02",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3543402
