Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"30.900.235,09","30.591.609,72","29.352.875,07","308.625,37","1.238.734,65",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3543402
06.181 - Policiamento,"29.566.093,32","29.541.107,32","28.332.440,32","24.986,00","1.208.667,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3543402
06.182 - Defesa Civil,"1.334.141,77","1.050.502,40","1.020.434,75","283.639,37","30.067,65",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3543402
