Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"29.867.691,36","29.785.318,57","28.237.121,68","82.372,79","1.548.196,89",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3543402
06.181 - Policiamento,"28.847.888,65","28.833.788,65","27.568.101,53","14.100,00","1.265.687,12",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3543402
06.182 - Defesa Civil,"1.019.802,71","951.529,92","669.020,15","68.272,79","282.509,77",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3543402
