Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"32.274.507,84","31.661.897,49","30.249.719,41","612.610,35","1.412.178,08",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3543402
06.181 - Policiamento,"29.925.709,60","29.828.158,20","28.517.302,91","97.551,40","1.310.855,29",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3543402
06.182 - Defesa Civil,"2.348.798,24","1.833.739,29","1.732.416,50","515.058,95","101.322,79",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3543402
