Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"50.789.014,84","50.313.962,79","50.298.628,49","475.052,05","15.334,30",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3543402
06.181 - Policiamento,"48.087.545,42","47.913.544,15","47.910.515,16","174.001,27","3.028,99",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3543402
06.182 - Defesa Civil,"2.701.469,42","2.400.418,64","2.388.113,33","301.050,78","12.305,31",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2025&id_ente=3543402
