Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"31.136.715,50","30.867.314,15","29.365.470,34","269.401,35","1.501.843,81",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3543402
06.182 - Defesa Civil,"29.932.313,76","29.926.893,19","28.617.133,41","5.420,57","1.309.759,78",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3543402
06.183 - Informação e Inteligência,"1.204.401,74","940.420,96","748.336,93","263.980,78","192.084,03",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3543402
