Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"25.615.654,57","25.465.979,67","24.319.472,25","149.674,90","1.146.507,42",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3543402
06.181 - Policiamento,"25.026.743,09","25.008.648,64","23.862.141,22","18.094,45","1.146.507,42",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3543402
06.182 - Defesa Civil,"588.911,48","457.331,03","457.331,03","131.580,45","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3543402
