ano,municipio,ibge7,programa,valor_repassado,data_ultimo_repasse,fonte
2020,sorocaba,3552205,sem_dados_sem_fonte,,,"SEM FONTE PÚBLICA AUTOMATIZÁVEL — verificado 2026-07-09, endpoint /transferencias/municipios não existe no PT-Gov v3"
