ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2016,3302700,Maricá,MARICÁ - RJ,201630990016,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"20,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990018,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"20,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990015,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"20,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990013,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"216.217,55","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Desporto e lazer,Desporto comunitário,"269.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201615080012,LEONARDO PICCIANI,,,Emenda Individual - Transferências com Finalidade Definida,Desporto e lazer,Desporto comunitário,"30,00","146.250,00","146.250,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201613100002,BENEDITA DA SILVA,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"30,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990009,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"400.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990005,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Direitos da cidadania,"Direitos individuais, coletivos e difusos","400.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990007,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"40,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990008,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"50,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201617750007,JANDIRA FEGHALI,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"670.000,00","2,00","2,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990004,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"75,00","75,00","75,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990010,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Múltiplo,"75,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990012,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"751.218,00","751.218,00","751.218,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201617750008,JANDIRA FEGHALI,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"795.080,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201613100015,BENEDITA DA SILVA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"1.347.136,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,3302700,Maricá,MARICÁ - RJ,201630990002,FABIANO HORTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"4.153.434,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
