ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2023,2502151,Boa Vista,SÃO MIGUEL DA BOA VISTA - SC,202325690022,CELSO MALDANER,,,Emenda Individual - Transferências Especiais,Encargos especiais,Outras transferências,"325.841,00","325.841,00","325.841,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA DO BURICÁ - RS,202328640009,JERONIMO GOERGEN,,,Emenda Individual - Transferências Especiais,Encargos especiais,Outras transferências,"500.000,00","500.000,00","500.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA DAS MISSÕES - RS,202341210003,NEREU CRISPIM,,,Emenda Individual - Transferências Especiais,Encargos especiais,Outras transferências,"570.223,00","570.223,00","570.223,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA - RR,202371240011,BANCADA DE RORAIMA,,,Emenda de Bancada,Defesa nacional,Defesa terrestre,"3.998.680,21","1.717.339,66","1.717.339,66",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA - RR,202341460005,HAROLDO CATHEDRAL,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"8.133.744,00","8.133.744,00","8.133.744,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA - RR,202341430003,CHICO RODRIGUES,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"25.141.969,00","25.141.969,00","25.141.969,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA - RR,202371240013,BANCADA DE RORAIMA,,,Emenda de Bancada,Defesa nacional,Assistência comunitária,"25.898.680,98","386.078,79","325.573,96",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA - RR,202371240002,BANCADA DE RORAIMA,,,Emenda de Bancada,Urbanismo,infra-estrutura urbana,"25.898.681,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA - RR,202371240003,BANCADA DE RORAIMA,,,Emenda de Bancada,Comércio e serviços,Turismo,"25.898.681,00","4.900,00","4.900,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2023,2502151,Boa Vista,BOA VISTA - RR,202338040003,TELMARIO MOTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Múltiplo,"29.512.828,00","11.812.782,00","11.812.782,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
