Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"5.304.948,19","3.466.199,67","3.390.083,87","1.838.748,52","76.115,80",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3549805
06.181 - Policiamento,"3.638.228,00","1.891.280,04","1.852.380,04","1.746.947,96","38.900,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3549805
06.182 - Defesa Civil,"1.666.720,19","1.574.919,63","1.537.703,83","91.800,56","37.215,80",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2024&id_ente=3549805
