Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"865.209,84","857.381,94","854.086,82","7.827,90","3.295,12",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3549805
06.182 - Defesa Civil,"865.209,84","857.381,94","854.086,82","7.827,90","3.295,12",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3549805
