Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"760.701,04","673.954,13","667.300,08","86.746,91","6.654,05",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3549805
06.182 - Defesa Civil,"760.701,04","673.954,13","667.300,08","86.746,91","6.654,05",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3549805
