municipio,ano,pdf_candidatos_data,pdf_paginas_com_data,despesa_registros,fornecedor_registros,cobertura_pdf,despesa_csv,sem_par_fornecedor_codigo_nota,registros_com_campos_herdados,campos_obrigatorios_vazios,status_publicacao,observacao
Sorocaba,2021,9365,878,9365,69089,9365/9365,data\validated\sorocaba\execucao\saida\despesa_orcamentaria_sorocaba_2021.csv,0,4875,,publicavel,Extracao validada localmente.
