ibge,uf,regiao,nome,key
1100908,RO,N,Castanheiras,castanheiras
5205059,GO,CO,Castelândia,castelandia
3201407,ES,SE,Castelo,castelo
2202604,PI,NE,Castelo do Piauí,castelo_do_piaui
3511003,SP,SE,Castilho,castilho
4104907,PR,S,Castro,castro
2907301,BA,NE,Castro Alves,castro_alves
3115300,MG,SE,Cataguases,cataguases
5205109,GO,CO,Catalão,catalao
3511102,SP,SE,Catanduva,catanduva
4105003,PR,S,Catanduvas,catanduvas
4204004,SC,S,Catanduvas,catanduvas
2303600,CE,NE,Catarina,catarina
3115359,MG,SE,Catas Altas,catas_altas
3115409,MG,SE,Catas Altas da Noruega,catas_altas_da_noruega
2604205,PE,NE,Catende,catende
3511201,SP,SE,Catiguá,catigua
2504207,PB,NE,Catingueira,catingueira
2907400,BA,NE,Catolândia,catolandia
2504306,PB,NE,Catolé do Rocha,catole_do_rocha
2907509,BA,NE,Catu,catu
4305009,RS,S,Catuípe,catuipe
3115458,MG,SE,Catuji,catuji
2303659,CE,NE,Catunda,catunda
5205208,GO,CO,Caturaí,caturai
2907558,BA,NE,Caturama,caturama
2504355,PB,NE,Caturité,caturite
3115474,MG,SE,Catuti,catuti
2303709,CE,NE,Caucaia,caucaia
5205307,GO,CO,Cavalcante,cavalcante
3115508,MG,SE,Caxambu,caxambu
4204103,SC,S,Caxambu do Sul,caxambu_do_sul
2103000,MA,NE,Caxias,caxias
4305108,RS,S,Caxias do Sul,caxias_do_sul
2202653,PI,NE,Caxingó,caxingo
2402600,RN,NE,Ceará-Mirim,ceara_mirim
2103109,MA,NE,Cedral,cedral
3511300,SP,SE,Cedral,cedral
2303808,CE,NE,Cedro,cedro
2604304,PE,NE,Cedro,cedro
2801603,SE,NE,Cedro de São João,cedro_de_sao_joao
3115607,MG,SE,Cedro do Abaeté,cedro_do_abaete
4204152,SC,S,Celso Ramos,celso_ramos
4305116,RS,S,Centenário,centenario
1704105,TO,N,Centenário,centenario
4105102,PR,S,Centenário do Sul,centenario_do_sul
2907608,BA,NE,Central,central
3115706,MG,SE,Central de Minas,central_de_minas
2103125,MA,NE,Central do Maranhão,central_do_maranhao
3115805,MG,SE,Centralina,centralina
2103158,MA,NE,Centro do Guilherme,centro_do_guilherme
2103174,MA,NE,Centro Novo do Maranhão,centro_novo_do_maranhao
1100056,RO,N,Cerejeiras,cerejeiras
5205406,GO,CO,Ceres,ceres
3511409,SP,SE,Cerqueira César,cerqueira_cesar
3511508,SP,SE,Cerquilho,cerquilho
4305124,RS,S,Cerrito,cerrito
4105201,PR,S,Cerro Azul,cerro_azul
4305132,RS,S,Cerro Branco,cerro_branco
2402709,RN,NE,Cerro Corá,cerro_cora
4305157,RS,S,Cerro Grande,cerro_grande
4305173,RS,S,Cerro Grande do Sul,cerro_grande_do_sul
4305207,RS,S,Cerro Largo,cerro_largo
4204178,SC,S,Cerro Negro,cerro_negro
3511607,SP,SE,Cesário Lange,cesario_lange
4105300,PR,S,Céu Azul,ceu_azul
5205455,GO,CO,Cezarina,cezarina
2604403,PE,NE,Chã de Alegria,cha_de_alegria
2604502,PE,NE,Chã Grande,cha_grande
2701902,AL,NE,Chã Preta,cha_preta
3115904,MG,SE,Chácara,chacara
3116001,MG,SE,Chalé,chale
4305306,RS,S,Chapada,chapada
1705102,TO,N,Chapada da Natividade,chapada_da_natividade
1704600,TO,N,Chapada de Areia,chapada_de_areia
3116100,MG,SE,Chapada do Norte,chapada_do_norte
5103007,MT,CO,Chapada dos Guimarães,chapada_dos_guimaraes
3116159,MG,SE,Chapada Gaúcha,chapada_gaucha
5205471,GO,CO,Chapadão do Céu,chapadao_do_ceu
4204194,SC,S,Chapadão do Lageado,chapadao_do_lageado
5002951,MS,CO,Chapadão do Sul,chapadao_do_sul
2103208,MA,NE,Chapadinha,chapadinha
4204202,SC,S,Chapecó,chapeco
3511706,SP,SE,Charqueada,charqueada
4305355,RS,S,Charqueadas,charqueadas
4305371,RS,S,Charrua,charrua
2303907,CE,NE,Chaval,chaval
3557204,SP,SE,Chavantes,chavantes
1502509,PA,N,Chaves,chaves
3116209,MG,SE,Chiador,chiador
4305405,RS,S,Chiapetta,chiapetta
4105409,PR,S,Chopinzinho,chopinzinho
2303931,CE,NE,Choró,choro
2303956,CE,NE,Chorozinho,chorozinho
2907707,BA,NE,Chorrochó,chorrocho
4305439,RS,S,Chuí,chui
1100924,RO,N,Chupinguaia,chupinguaia
4305447,RS,S,Chuvisca,chuvisca
4105508,PR,S,Cianorte,cianorte
2907806,BA,NE,Cícero Dantas,cicero_dantas
4105607,PR,S,Cidade Gaúcha,cidade_gaucha
5205497,GO,CO,Cidade Ocidental,cidade_ocidental
2103257,MA,NE,Cidelândia,cidelandia
4305454,RS,S,Cidreira,cidreira
2907905,BA,NE,Cipó,cipo
3116308,MG,SE,Cipotânea,cipotanea
4305504,RS,S,Ciríaco,ciriaco
3116407,MG,SE,Claraval,claraval
3116506,MG,SE,Claro dos Poções,claro_dos_pocoes
5103056,MT,CO,Cláudia,claudia
3116605,MG,SE,Cláudio,claudio
3511904,SP,SE,Clementina,clementina
4105706,PR,S,Clevelândia,clevelandia
2908002,BA,NE,Coaraci,coaraci
1301209,AM,N,Coari,coari
2202703,PI,NE,Cocal,cocal
2202711,PI,NE,Cocal de Telha,cocal_de_telha
4204251,SC,S,Cocal do Sul,cocal_do_sul
2202729,PI,NE,Cocal dos Alves,cocal_dos_alves
5103106,MT,CO,Cocalinho,cocalinho
5205513,GO,CO,Cocalzinho de Goiás,cocalzinho_de_goias
2908101,BA,NE,Cocos,cocos
1301308,AM,N,Codajás,codajas
2103307,MA,NE,Codó,codo
2103406,MA,NE,Coelho Neto,coelho_neto
3116704,MG,SE,Coimbra,coimbra
2702009,AL,NE,Coité do Nóia,coite_do_noia
2202737,PI,NE,Coivaras,coivaras
1502608,PA,N,Colares,colares
3201506,ES,SE,Colatina,colatina
5103205,MT,CO,Colíder,colider
3512001,SP,SE,Colina,colina
4305587,RS,S,Colinas,colinas
2103505,MA,NE,Colinas,colinas
5205521,GO,CO,Colinas do Sul,colinas_do_sul
1705508,TO,N,Colinas do Tocantins,colinas_do_tocantins
1716703,TO,N,Colméia,colmeia
5103254,MT,CO,Colniza,colniza
3512100,SP,SE,Colômbia,colombia
4105805,PR,S,Colombo,colombo
2202752,PI,NE,Colônia do Gurguéia,colonia_do_gurgueia
2202778,PI,NE,Colônia do Piauí,colonia_do_piaui
2702108,AL,NE,Colônia Leopoldina,colonia_leopoldina
4105904,PR,S,Colorado,colorado
4305603,RS,S,Colorado,colorado
1100064,RO,N,Colorado do Oeste,colorado_do_oeste
3116803,MG,SE,Coluna,coluna
1705557,TO,N,Combinado,combinado
3116902,MG,SE,Comendador Gomes,comendador_gomes
3300951,RJ,SE,Comendador Levy Gasparian,comendador_levy_gasparian
3117009,MG,SE,Comercinho,comercinho
5103304,MT,CO,Comodoro,comodoro
2504405,PB,NE,Conceição,conceicao
3117108,MG,SE,Conceição da Aparecida,conceicao_da_aparecida
3201605,ES,SE,Conceição da Barra,conceicao_da_barra
3115201,MG,SE,Conceição da Barra de Minas,conceicao_da_barra_de_minas
2908200,BA,NE,Conceição da Feira,conceicao_da_feira
3117306,MG,SE,Conceição das Alagoas,conceicao_das_alagoas
3117207,MG,SE,Conceição das Pedras,conceicao_das_pedras
3117405,MG,SE,Conceição de Ipanema,conceicao_de_ipanema
3301405,RJ,SE,Conceição de Macabu,conceicao_de_macabu
2908309,BA,NE,Conceição do Almeida,conceicao_do_almeida
1502707,PA,N,Conceição do Araguaia,conceicao_do_araguaia
2202802,PI,NE,Conceição do Canindé,conceicao_do_caninde
3201704,ES,SE,Conceição do Castelo,conceicao_do_castelo
2908408,BA,NE,Conceição do Coité,conceicao_do_coite
2908507,BA,NE,Conceição do Jacuípe,conceicao_do_jacuipe
2103554,MA,NE,Conceição do Lago-Açu,conceicao_do_lago_acu
3117504,MG,SE,Conceição do Mato Dentro,conceicao_do_mato_dentro
3117603,MG,SE,Conceição do Pará,conceicao_do_para
3117702,MG,SE,Conceição do Rio Verde,conceicao_do_rio_verde
1705607,TO,N,Conceição do Tocantins,conceicao_do_tocantins
3117801,MG,SE,Conceição dos Ouros,conceicao_dos_ouros
3512209,SP,SE,Conchal,conchal
3512308,SP,SE,Conchas,conchas
4204301,SC,S,Concórdia,concordia
1502756,PA,N,Concórdia do Pará,concordia_do_para
2504504,PB,NE,Condado,condado
2604601,PE,NE,Condado,condado
2908606,BA,NE,Conde,conde
2504603,PB,NE,Conde,conde
2908705,BA,NE,Condeúba,condeuba
4305702,RS,S,Condor,condor
3117836,MG,SE,Cônego Marinho,conego_marinho
3117876,MG,SE,Confins,confins
5103353,MT,CO,Confresa,confresa
2504702,PB,NE,Congo,congo
3117900,MG,SE,Congonhal,congonhal
3118007,MG,SE,Congonhas,congonhas
3118106,MG,SE,Congonhas do Norte,congonhas_do_norte
4106001,PR,S,Congonhinhas,congonhinhas
3118205,MG,SE,Conquista,conquista
5103361,MT,CO,Conquista D'Oeste,conquista_doeste
3118304,MG,SE,Conselheiro Lafaiete,conselheiro_lafaiete
4106100,PR,S,Conselheiro Mairinck,conselheiro_mairinck
3118403,MG,SE,Conselheiro Pena,conselheiro_pena
3118502,MG,SE,Consolação,consolacao
4305801,RS,S,Constantina,constantina
3118601,MG,SE,Contagem,contagem
4106209,PR,S,Contenda,contenda
2908804,BA,NE,Contendas do Sincorá,contendas_do_sincora
3118700,MG,SE,Coqueiral,coqueiral
4305835,RS,S,Coqueiro Baixo,coqueiro_baixo
2702207,AL,NE,Coqueiro Seco,coqueiro_seco
4305850,RS,S,Coqueiros do Sul,coqueiros_do_sul
3118809,MG,SE,Coração de Jesus,coracao_de_jesus
2908903,BA,NE,Coração de Maria,coracao_de_maria
4106308,PR,S,Corbélia,corbelia
3301504,RJ,SE,Cordeiro,cordeiro
3512407,SP,SE,Cordeirópolis,cordeiropolis
2909000,BA,NE,Cordeiros,cordeiros
4204350,SC,S,Cordilheira Alta,cordilheira_alta
3118908,MG,SE,Cordisburgo,cordisburgo
3119005,MG,SE,Cordislândia,cordislandia
2304004,CE,NE,Coreaú,coreau
2504801,PB,NE,Coremas,coremas
5003108,MS,CO,Corguinho,corguinho
2909109,BA,NE,Coribe,coribe
3119104,MG,SE,Corinto,corinto
4106407,PR,S,Cornélio Procópio,cornelio_procopio
3119203,MG,SE,Coroaci,coroaci
3512506,SP,SE,Coroados,coroados
2103604,MA,NE,Coroatá,coroata
3119302,MG,SE,Coromandel,coromandel
4305871,RS,S,Coronel Barros,coronel_barros
4305900,RS,S,Coronel Bicaco,coronel_bicaco
4106456,PR,S,Coronel Domingos Soares,coronel_domingos_soares
2402808,RN,NE,Coronel Ezequiel,coronel_ezequiel
3119401,MG,SE,Coronel Fabriciano,coronel_fabriciano
4204400,SC,S,Coronel Freitas,coronel_freitas
2402907,RN,NE,Coronel João Pessoa,coronel_joao_pessoa
2909208,BA,NE,Coronel João Sá,coronel_joao_sa
2202851,PI,NE,Coronel José Dias,coronel_jose_dias
3512605,SP,SE,Coronel Macedo,coronel_macedo
4204459,SC,S,Coronel Martins,coronel_martins
3119500,MG,SE,Coronel Murta,coronel_murta
3119609,MG,SE,Coronel Pacheco,coronel_pacheco
4305934,RS,S,Coronel Pilar,coronel_pilar
5003157,MS,CO,Coronel Sapucaia,coronel_sapucaia
4106506,PR,S,Coronel Vivida,coronel_vivida
3119708,MG,SE,Coronel Xavier Chaves,coronel_xavier_chaves
3119807,MG,SE,Córrego Danta,corrego_danta
3119906,MG,SE,Córrego do Bom Jesus,corrego_do_bom_jesus
5205703,GO,CO,Córrego do Ouro,corrego_do_ouro
3119955,MG,SE,Córrego Fundo,corrego_fundo
3120003,MG,SE,Córrego Novo,corrego_novo
4204558,SC,S,Correia Pinto,correia_pinto
2202901,PI,NE,Corrente,corrente
2604700,PE,NE,Correntes,correntes
2909307,BA,NE,Correntina,correntina
2604809,PE,NE,Cortês,cortes
5003207,MS,CO,Corumbá,corumba
5205802,GO,CO,Corumbá de Goiás,corumba_de_goias
5205901,GO,CO,Corumbaíba,corumbaiba
3512704,SP,SE,Corumbataí,corumbatai
4106555,PR,S,Corumbataí do Sul,corumbatai_do_sul
1100072,RO,N,Corumbiara,corumbiara
4204509,SC,S,Corupá,corupa
2702306,AL,NE,Coruripe,coruripe
3512803,SP,SE,Cosmópolis,cosmopolis
3512902,SP,SE,Cosmorama,cosmorama
1100080,RO,N,Costa Marques,costa_marques
5003256,MS,CO,Costa Rica,costa_rica
2909406,BA,NE,Cotegipe,cotegipe
3513009,SP,SE,Cotia,cotia
4305959,RS,S,Cotiporã,cotipora
5103379,MT,CO,Cotriguaçu,cotriguacu
3120102,MG,SE,Couto de Magalhães de Minas,couto_de_magalhaes_de_minas
1706001,TO,N,Couto Magalhães,couto_magalhaes
4305975,RS,S,Coxilha,coxilha
5003306,MS,CO,Coxim,coxim
2504850,PB,NE,Coxixola,coxixola
2702355,AL,NE,Craíbas,craibas
2304103,CE,NE,Crateús,crateus
2304202,CE,NE,Crato,crato
3513108,SP,SE,Cravinhos,cravinhos
2909505,BA,NE,Cravolândia,cravolandia
4204608,SC,S,Criciúma,criciuma
3120151,MG,SE,Crisólita,crisolita
2909604,BA,NE,Crisópolis,crisopolis
4306007,RS,S,Crissiumal,crissiumal
3120201,MG,SE,Cristais,cristais
3513207,SP,SE,Cristais Paulista,cristais_paulista
4306056,RS,S,Cristal,cristal
4306072,RS,S,Cristal do Sul,cristal_do_sul
1706100,TO,N,Cristalândia,cristalandia
2203008,PI,NE,Cristalândia do Piauí,cristalandia_do_piaui
3120300,MG,SE,Cristália,cristalia
5206206,GO,CO,Cristalina,cristalina
3120409,MG,SE,Cristiano Otoni,cristiano_otoni
5206305,GO,CO,Cristianópolis,cristianopolis
3120508,MG,SE,Cristina,cristina
2801702,SE,NE,Cristinápolis,cristinapolis
2203107,PI,NE,Cristino Castro,cristino_castro
2909703,BA,NE,Cristópolis,cristopolis
5206404,GO,CO,Crixás,crixas
1706258,TO,N,Crixás do Tocantins,crixas_do_tocantins
2304236,CE,NE,Croatá,croata
5206503,GO,CO,Cromínia,crominia
3120607,MG,SE,Crucilândia,crucilandia
2304251,CE,NE,Cruz,cruz
4306106,RS,S,Cruz Alta,cruz_alta
2909802,BA,NE,Cruz das Almas,cruz_das_almas
2504900,PB,NE,Cruz do Espírito Santo,cruz_do_espirito_santo
4106803,PR,S,Cruz Machado,cruz_machado
3513306,SP,SE,Cruzália,cruzalia
4306130,RS,S,Cruzaltense,cruzaltense
3513405,SP,SE,Cruzeiro,cruzeiro
3120706,MG,SE,Cruzeiro da Fortaleza,cruzeiro_da_fortaleza
4106571,PR,S,Cruzeiro do Iguaçu,cruzeiro_do_iguacu
4106605,PR,S,Cruzeiro do Oeste,cruzeiro_do_oeste
4106704,PR,S,Cruzeiro do Sul,cruzeiro_do_sul
4306205,RS,S,Cruzeiro do Sul,cruzeiro_do_sul
1200203,AC,N,Cruzeiro do Sul,cruzeiro_do_sul
2403004,RN,NE,Cruzeta,cruzeta
3120805,MG,SE,Cruzília,cruzilia
4106852,PR,S,Cruzmaltina,cruzmaltina
3513504,SP,SE,Cubatão,cubatao
2505006,PB,NE,Cubati,cubati
5103403,MT,CO,Cuiabá,cuiaba
2505105,PB,NE,Cuité,cuite
2505238,PB,NE,Cuité de Mamanguape,cuite_de_mamanguape
2505204,PB,NE,Cuitegi,cuitegi
1100940,RO,N,Cujubim,cujubim
5206602,GO,CO,Cumari,cumari
2604908,PE,NE,Cumaru,cumaru
1502764,PA,N,Cumaru do Norte,cumaru_do_norte
2801900,SE,NE,Cumbe,cumbe
3513603,SP,SE,Cunha,cunha
4204707,SC,S,Cunha Porã,cunha_pora
4204756,SC,S,Cunhataí,cunhatai
3120839,MG,SE,Cuparaque,cuparaque
2605004,PE,NE,Cupira,cupira
2909901,BA,NE,Curaçá,curaca
2203206,PI,NE,Curimatá,curimata
1502772,PA,N,Curionópolis,curionopolis
4106902,PR,S,Curitiba,curitiba
4204806,SC,S,Curitibanos,curitibanos
4107009,PR,S,Curiúva,curiuva
2203230,PI,NE,Currais,currais
2403103,RN,NE,Currais Novos,currais_novos
2505279,PB,NE,Curral de Cima,curral_de_cima
3120870,MG,SE,Curral de Dentro,curral_de_dentro
2203271,PI,NE,Curral Novo do Piauí,curral_novo_do_piaui
2505303,PB,NE,Curral Velho,curral_velho
1502806,PA,N,Curralinho,curralinho
2203255,PI,NE,Curralinhos,curralinhos
1502855,PA,N,Curuá,curua
1502905,PA,N,Curuçá,curuca
2103703,MA,NE,Cururupu,cururupu
5103437,MT,CO,Curvelândia,curvelandia
3120904,MG,SE,Curvelo,curvelo
2605103,PE,NE,Custódia,custodia
1600212,AP,N,Cutias,cutias
5206701,GO,CO,Damianópolis,damianopolis
2505352,PB,NE,Damião,damiao
5206800,GO,CO,Damolândia,damolandia
1706506,TO,N,Darcinópolis,darcinopolis
2910008,BA,NE,Dário Meira,dario_meira
3121001,MG,SE,Datas,datas
4306304,RS,S,David Canabarro,david_canabarro
5206909,GO,CO,Davinópolis,davinopolis
2103752,MA,NE,Davinópolis,davinopolis
3121100,MG,SE,Delfim Moreira,delfim_moreira
3121209,MG,SE,Delfinópolis,delfinopolis
2702405,AL,NE,Delmiro Gouveia,delmiro_gouveia
3121258,MG,SE,Delta,delta
2203305,PI,NE,Demerval Lobão,demerval_lobao
5103452,MT,CO,Denise,denise
5003454,MS,CO,Deodápolis,deodapolis
2304269,CE,NE,Deputado Irapuan Pinheiro,deputado_irapuan_pinheiro
4306320,RS,S,Derrubadas,derrubadas
3513702,SP,SE,Descalvado,descalvado
4204905,SC,S,Descanso,descanso
3121308,MG,SE,Descoberto,descoberto
2505402,PB,NE,Desterro,desterro
3121407,MG,SE,Desterro de Entre Rios,desterro_de_entre_rios
3121506,MG,SE,Desterro do Melo,desterro_do_melo
4306353,RS,S,Dezesseis de Novembro,dezesseis_de_novembro
3513801,SP,SE,Diadema,diadema
2505600,PB,NE,Diamante,diamante
4107108,PR,S,Diamante do Norte,diamante_do_norte
4107124,PR,S,Diamante do Sul,diamante_do_sul
4107157,PR,S,Diamante D'Oeste,diamante_doeste
3121605,MG,SE,Diamantina,diamantina
5103502,MT,CO,Diamantino,diamantino
1707009,TO,N,Dianópolis,dianopolis
2910057,BA,NE,Dias d'Ávila,dias_davila
4306379,RS,S,Dilermando de Aguiar,dilermando_de_aguiar
3121704,MG,SE,Diogo de Vasconcelos,diogo_de_vasconcelos
3121803,MG,SE,Dionísio,dionisio
4205001,SC,S,Dionísio Cerqueira,dionisio_cerqueira
5207105,GO,CO,Diorama,diorama
3513850,SP,SE,Dirce Reis,dirce_reis
2203354,PI,NE,Dirceu Arcoverde,dirceu_arcoverde
2802007,SE,NE,Divina Pastora,divina_pastora
3121902,MG,SE,Divinésia,divinesia
3122009,MG,SE,Divino,divino
3122108,MG,SE,Divino das Laranjeiras,divino_das_laranjeiras
3201803,ES,SE,Divino de São Lourenço,divino_de_sao_lourenco
3513900,SP,SE,Divinolândia,divinolandia
3122207,MG,SE,Divinolândia de Minas,divinolandia_de_minas
3122306,MG,SE,Divinópolis,divinopolis
5208301,GO,CO,Divinópolis de Goiás,divinopolis_de_goias
1707108,TO,N,Divinópolis do Tocantins,divinopolis_do_tocantins
3122355,MG,SE,Divisa Alegre,divisa_alegre
3122405,MG,SE,Divisa Nova,divisa_nova
3122454,MG,SE,Divisópolis,divisopolis
3514007,SP,SE,Dobrada,dobrada
3514106,SP,SE,Dois Córregos,dois_corregos
4306403,RS,S,Dois Irmãos,dois_irmaos
4306429,RS,S,Dois Irmãos das Missões,dois_irmaos_das_missoes
5003488,MS,CO,Dois Irmãos do Buriti,dois_irmaos_do_buriti
1707207,TO,N,Dois Irmãos do Tocantins,dois_irmaos_do_tocantins
4306452,RS,S,Dois Lajeados,dois_lajeados
2702504,AL,NE,Dois Riachos,dois_riachos
4107207,PR,S,Dois Vizinhos,dois_vizinhos
3514205,SP,SE,Dolcinópolis,dolcinopolis
5103601,MT,CO,Dom Aquino,dom_aquino
2910107,BA,NE,Dom Basílio,dom_basilio
3122470,MG,SE,Dom Bosco,dom_bosco
3122504,MG,SE,Dom Cavati,dom_cavati
1502939,PA,N,Dom Eliseu,dom_eliseu
2203404,PI,NE,Dom Expedito Lopes,dom_expedito_lopes
4306502,RS,S,Dom Feliciano,dom_feliciano
2203453,PI,NE,Dom Inocêncio,dom_inocencio
3122603,MG,SE,Dom Joaquim,dom_joaquim
2910206,BA,NE,Dom Macedo Costa,dom_macedo_costa
4306601,RS,S,Dom Pedrito,dom_pedrito
2103802,MA,NE,Dom Pedro,dom_pedro
4306551,RS,S,Dom Pedro de Alcântara,dom_pedro_de_alcantara
3122702,MG,SE,Dom Silvério,dom_silverio
3122801,MG,SE,Dom Viçoso,dom_vicoso
3201902,ES,SE,Domingos Martins,domingos_martins
2203420,PI,NE,Domingos Mourão,domingos_mourao
4205100,SC,S,Dona Emma,dona_emma
3122900,MG,SE,Dona Euzébia,dona_euzebia
4306700,RS,S,Dona Francisca,dona_francisca
2505709,PB,NE,Dona Inês,dona_ines
3123007,MG,SE,Dores de Campos,dores_de_campos
3123106,MG,SE,Dores de Guanhães,dores_de_guanhaes
3123205,MG,SE,Dores do Indaiá,dores_do_indaia
3202009,ES,SE,Dores do Rio Preto,dores_do_rio_preto
3123304,MG,SE,Dores do Turvo,dores_do_turvo
3123403,MG,SE,Doresópolis,doresopolis
2605152,PE,NE,Dormentes,dormentes
4107256,PR,S,Douradina,douradina
5003504,MS,CO,Douradina,douradina
3514304,SP,SE,Dourado,dourado
3123502,MG,SE,Douradoquara,douradoquara
5003702,MS,CO,Dourados,dourados
4107306,PR,S,Doutor Camargo,doutor_camargo
4306734,RS,S,Doutor Maurício Cardoso,doutor_mauricio_cardoso
4205159,SC,S,Doutor Pedrinho,doutor_pedrinho
4306759,RS,S,Doutor Ricardo,doutor_ricardo
2403202,RN,NE,Doutor Severiano,doutor_severiano
4128633,PR,S,Doutor Ulysses,doutor_ulysses
5207253,GO,CO,Doverlândia,doverlandia
3514403,SP,SE,Dracena,dracena
3514502,SP,SE,Duartina,duartina
3301603,RJ,SE,Duas Barras,duas_barras
2505808,PB,NE,Duas Estradas,duas_estradas
1707306,TO,N,Dueré,duere
3514601,SP,SE,Dumont,dumont
2103901,MA,NE,Duque Bacelar,duque_bacelar
3301702,RJ,SE,Duque de Caxias,duque_de_caxias
3123528,MG,SE,Durandé,durande
3514700,SP,SE,Echaporã,echapora
3202108,ES,SE,Ecoporanga,ecoporanga
5207352,GO,CO,Edealina,edealina
5207402,GO,CO,Edéia,edeia
1301407,AM,N,Eirunepé,eirunepe
5003751,MS,CO,Eldorado,eldorado
3514809,SP,SE,Eldorado,eldorado
1502954,PA,N,Eldorado do Carajás,eldorado_do_carajas
4306767,RS,S,Eldorado do Sul,eldorado_do_sul
2203503,PI,NE,Elesbão Veloso,elesbao_veloso
3514908,SP,SE,Elias Fausto,elias_fausto
2203602,PI,NE,Eliseu Martins,eliseu_martins
3514924,SP,SE,Elisiário,elisiario
2910305,BA,NE,Elísio Medrado,elisio_medrado
3123601,MG,SE,Elói Mendes,eloi_mendes
2505907,PB,NE,Emas,emas
3514957,SP,SE,Embaúba,embauba
3515004,SP,SE,Embu das Artes,embu_das_artes
3515103,SP,SE,Embu-Guaçu,embu_guacu
3515129,SP,SE,Emilianópolis,emilianopolis
4306809,RS,S,Encantado,encantado
2403301,RN,NE,Encanto,encanto
2910404,BA,NE,Encruzilhada,encruzilhada
4306908,RS,S,Encruzilhada do Sul,encruzilhada_do_sul
4107405,PR,S,Enéas Marques,eneas_marques
4107504,PR,S,Engenheiro Beltrão,engenheiro_beltrao
3123700,MG,SE,Engenheiro Caldas,engenheiro_caldas
3515152,SP,SE,Engenheiro Coelho,engenheiro_coelho
3123809,MG,SE,Engenheiro Navarro,engenheiro_navarro
3301801,RJ,SE,Engenheiro Paulo de Frontin,engenheiro_paulo_de_frontin
4306924,RS,S,Engenho Velho,engenho_velho
3123858,MG,SE,Entre Folhas,entre_folhas
2910503,BA,NE,Entre Rios,entre_rios
4205175,SC,S,Entre Rios,entre_rios
3123908,MG,SE,Entre Rios de Minas,entre_rios_de_minas
4107538,PR,S,Entre Rios do Oeste,entre_rios_do_oeste
4306957,RS,S,Entre Rios do Sul,entre_rios_do_sul
4306932,RS,S,Entre-Ijuís,entre_ijuis
1301506,AM,N,Envira,envira
1200252,AC,N,Epitaciolândia,epitaciolandia
2403400,RN,NE,Equador,equador
4306973,RS,S,Erebango,erebango
4307005,RS,S,Erechim,erechim
2304277,CE,NE,Ereré,erere
2900504,BA,NE,Érico Cardoso,erico_cardoso
4205191,SC,S,Ermo,ermo
4307054,RS,S,Ernestina,ernestina
4307203,RS,S,Erval Grande,erval_grande
4307302,RS,S,Erval Seco,erval_seco
4205209,SC,S,Erval Velho,erval_velho
3124005,MG,SE,Ervália,ervalia
2605202,PE,NE,Escada,escada
4307401,RS,S,Esmeralda,esmeralda
3124104,MG,SE,Esmeraldas,esmeraldas
3124203,MG,SE,Espera Feliz,espera_feliz
2506004,PB,NE,Esperança,esperanca
4307450,RS,S,Esperança do Sul,esperanca_do_sul
4107520,PR,S,Esperança Nova,esperanca_nova
2203701,PI,NE,Esperantina,esperantina
1707405,TO,N,Esperantina,esperantina
2104008,MA,NE,Esperantinópolis,esperantinopolis
4107546,PR,S,Espigão Alto do Iguaçu,espigao_alto_do_iguacu
1100098,RO,N,Espigão D'Oeste,espigao_doeste
3124302,MG,SE,Espinosa,espinosa
2403509,RN,NE,Espírito Santo,espirito_santo
3124401,MG,SE,Espírito Santo do Dourado,espirito_santo_do_dourado
3515186,SP,SE,Espírito Santo do Pinhal,espirito_santo_do_pinhal
3515194,SP,SE,Espírito Santo do Turvo,espirito_santo_do_turvo
2910602,BA,NE,Esplanada,esplanada
4307500,RS,S,Espumoso,espumoso
4307559,RS,S,Estação,estacao
2802106,SE,NE,Estância,estancia
4307609,RS,S,Estância Velha,estancia_velha
4307708,RS,S,Esteio,esteio
3124500,MG,SE,Estiva,estiva
3557303,SP,SE,Estiva Gerbi,estiva_gerbi
2104057,MA,NE,Estreito,estreito
4307807,RS,S,Estrela,estrela
3124609,MG,SE,Estrela Dalva,estrela_dalva
2702553,AL,NE,Estrela de Alagoas,estrela_de_alagoas
3124708,MG,SE,Estrela do Indaiá,estrela_do_indaia
5207501,GO,CO,Estrela do Norte,estrela_do_norte
3515301,SP,SE,Estrela do Norte,estrela_do_norte
3124807,MG,SE,Estrela do Sul,estrela_do_sul
3515202,SP,SE,Estrela d'Oeste,estrela_doeste
4307815,RS,S,Estrela Velha,estrela_velha
2910701,BA,NE,Euclides da Cunha,euclides_da_cunha
3515350,SP,SE,Euclides da Cunha Paulista,euclides_da_cunha_paulista
4307831,RS,S,Eugênio de Castro,eugenio_de_castro
3124906,MG,SE,Eugenópolis,eugenopolis
2910727,BA,NE,Eunápolis,eunapolis
2304285,CE,NE,Eusébio,eusebio
3125002,MG,SE,Ewbank da Câmara,ewbank_da_camara
3125101,MG,SE,Extrema,extrema
2403608,RN,NE,Extremoz,extremoz
2605301,PE,NE,Exu,exu
2506103,PB,NE,Fagundes,fagundes
4307864,RS,S,Fagundes Varela,fagundes_varela
5207535,GO,CO,Faina,faina
3125200,MG,SE,Fama,fama
3125309,MG,SE,Faria Lemos,faria_lemos
2304301,CE,NE,Farias Brito,farias_brito
1503002,PA,N,Faro,faro
4107553,PR,S,Farol,farol
4307906,RS,S,Farroupilha,farroupilha
3515400,SP,SE,Fartura,fartura
2203750,PI,NE,Fartura do Piauí,fartura_do_piaui
1707553,TO,N,Fátima,fatima
