ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2025,2025-12,Não se aplica,EM EXECUÇÃO,26000,Ministério da Educação,153166,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,12,Educação,983252,"Contribuir para o enfrentamento da violencia de Estado e dos desaparecimentos forcados na Baixada Fluminense, por meio do acolhimento psicossocial a familiares de vitimas, da producao de conhecimento critico, da memoria historica e da incidencia politica em prol dos direitos humanos.",124190.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,26000,Ministério da Educação,154034,UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ,12,Educação,988369,"Implementar e desenvolver o projeto Orquestra que Transforma, promovendo formacao musical, coral e atividades educativas para criancas e jovens da rede municipal de Tangua. O objeto abrange aulas teorico-musicais, praticas instrumentais, oficinas, apresentacoes e formacao continuada de professores, integrando cultura e educacao para fortalecer aprendizagem, inclusao e desenvolvimento social.",444524.7,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,20000,Presidência da República,810014,SECRETARIA NACIONAL DA JUVENTUDE,14,Direitos da cidadania,989201,"Oferecer cursinho preparatorio para jovens, homens e mulheres, de 15 a 29 anos que farao as provas do Enem e concursos militares, em 15 polos no estado do RJ.",3000000.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-10,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180006,CEF/MINISTERIO DO ESPORTE,-1,Sem informação,979673,"Reforma da Quadra Poliesportiva e da Praca do Pombal, no Municipio de Nova Iguacu/RJ.",0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-10,Não se aplica,EM EXECUÇÃO,81000,Ministério dos Direitos Humanos e Cidadania,810010,SEC.NAC. DOS DIR. P/A CRIANCA E O ADOLESCENTE,-1,Sem informação,977383,"Oferecer formacao profissional gratuita para adolescentes de Nova Iguacu e regiao, visando ampliar suas perspectivas de futuro, fortalecer a cidadania e promover o acesso a oportunidades no mundo do trabalho.",100000.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180073,"SEC NAC ESP AMADOR, ED. LAZER E INC SOCIAL",-1,Sem informação,985874,Implementacao e Desenvolvimento do Projeto Esporte e Saude no Municipio de Nova Iguacu/RJ,0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180073,"SEC NAC ESP AMADOR, ED. LAZER E INC SOCIAL",27,Desporto e lazer,988523,"Implementacao e Desenvolvimento do Projeto Unidos pelo Esporte, no Estado do Rio de Janeiro",5390000.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,42000,Ministério da Cultura,340028,SEC.DE ART.FEDERATIVA E COMITES DE CULTURA,-1,Sem informação,988038,"Promover a inclusao social, o desenvolvimento cultural e a formacao cidada por meio da implementacao de oficinas de capoeira em escolas da rede publica municipal em Nova Iguacu/RJ.",0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180073,"SEC NAC ESP AMADOR, ED. LAZER E INC SOCIAL",27,Desporto e lazer,989453,"Implementacao e Desenvolvimento do Projeto Ellos Alfa, no Estado do Rio de Janeiro",2972667.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180073,"SEC NAC ESP AMADOR, ED. LAZER E INC SOCIAL",27,Desporto e lazer,989805,"Implementacao e Desenvolvimento do Projeto Movimento Solidario, no Estado do Rio de Janeiro",3577000.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180006,CEF/MINISTERIO DO ESPORTE,-1,Sem informação,987066,"Construcao de Espaco Esportivo Comunitario, no Municipio de Nova Iguacu/RJ.",0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,65000,Ministério das Mulheres,810012,MMULHERES,14,Direitos da cidadania,975913,Capacitacao tecnica em informatica integrada ao fortalecimento emocional e ao apoio social de mulheres em situacao de vulnerabilidade social,200000.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-11,Não se aplica,EM EXECUÇÃO,42000,Ministério da Cultura,420030,SECRETARIA DA ECONOMIA CRIATIVA,13,Cultura,982986,"Realizacao de oficina de formacao de produtores culturais  visando a capacitacao para empreendedores culturais na area de cultura popular e Um festival de cultura popular, para Promocao e Fomento a Cultura Brasileira, nas areas de musica, danca, poesia, hip hop, grafite e cultura popular.",300000.0,3303500,NOVA IGUAÇU,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
