numero_controle_pncp,numero,ano,numero_sequencial,orgao_cnpj,orgao_nome,unidade_nome,modalidade_licitacao_nome,tipo_nome,situacao_nome,cancelado,data_publicacao_pncp,data_atualizacao_pncp,valor_global,municipio_nome,uf,esfera_nome,title,description,item_url
45751435000106-1-000021/2026,,2026,21,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-02-04T08:49:37.867087,2026-02-04T08:49:37.867087,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 748/2026,Pagamento de taxa de inscrição das equipes Superliga Melhor Idade de Volei Adaptado 2026 regional.,/compras/45751435000106/2026/21
45751435000106-1-000044/2026,,2026,44,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-02-19T09:19:42.365481,2026-02-19T09:19:42.365481,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 2686/2026,CUMPRIMENTO DE AÇÃO JUDICIAL SOB NRS. 1004223.29.2018.8.26.0428 E 1003208.15.2024.8.26.0428. REQUERENTES B.S.F. E Y.A.F.,/compras/45751435000106/2026/44
45751435000106-1-000076/2026,,2026,76,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-03-11T11:20:42.006184,2026-03-30T11:42:06.332410,,Paulínia,SP,Municipal,Edital nº 41/2026,"CONTRATAÇÃO DE EMPRESA OU CONSÓRCIO DE EMPRESAS ESPECIALIZADAS PARA DEMOLIÇÃO DE KITNETS CONSTRUÍDAS IRREGULARMENTE, SEGUNDO ORDEM JUDICIAL",/compras/45751435000106/2026/76
45751435000106-1-000106/2026,,2026,106,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-04-01T10:04:19.031256,2026-04-01T10:04:19.031256,,Paulínia,SP,Municipal,Edital nº 52/2026,CONTRATAÇÃO DE EMPRESA OU CONSORCIO DE EMPRESAS PARA FORMAÇÃO DE PROFISSIONAIS DO CENTRO DE REFERÊNCIA EDUCACIONAL DE APOIO À INCLUSÃO - CREAPI,/compras/45751435000106/2026/106
45751435000106-1-000110/2026,,2026,110,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-04-08T09:53:47.893952,2026-04-08T09:53:47.893952,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 8952/2026,"CONTRATAÇÃO DE PROFISSIONAL COM NOTÁVEL SABER PARA MINISTRAR CAPACITAÇÃO CONTINUADA EM EDUCAÇÃO FÍSICA ADAPTADA, A SER MINISTRADO PELA PROFISSIONAL THÁLITA GONÇALVES.",/compras/45751435000106/2026/110
45751435000106-1-000117/2026,,2026,117,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2026-04-10T08:28:06.651158,2026-04-10T08:28:06.651158,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 8079/2026,AQUISIÇÃO DE VENTILADORES À SEREM UTILIZADOS NAS SALAS DE AULA DAS ESCOLAS MUNICIPAIS DE PAULÍNIA.,/compras/45751435000106/2026/117
45751435000106-1-000129/2026,,2026,129,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-04-16T16:31:29.747671961,2026-04-16T16:31:29.747671961,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 6160/2026,"Locação de imóvel localizado na Rua Santa Cruz, 157, Bairro Nova Paulínia, destinado a nova sede do Conselho Tutelar.",/compras/45751435000106/2026/129
45751435000106-1-000159/2026,,2026,159,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-05-12T14:35:05.594135,2026-05-12T14:35:05.594135,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 7575/2026,"Contratação de profissional especializado para a realização de palestra formativa no contexto do lançamento e mobilização institucional do ""Plano Municipal da Primeira Infância de Paulínia"".",/compras/45751435000106/2026/159
45751435000106-1-000165/2026,,2026,165,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Concorrência - Eletrônica,Edital,Divulgada no PNCP,False,2026-05-15T11:32:19.074675120,2026-05-15T11:32:19.074675120,,Paulínia,SP,Municipal,Edital nº 77/2026,CONTRATAÇÃO DE EMPRESA OU CONSÓRCIO DE EMPRESAS PARA PRESTAÇÃO DOS SERVIÇOS DE MANEJO DE RESÍDUOS SÓLIDOS E LIMPEZA URBANA,/compras/45751435000106/2026/165
45751435000106-1-000200/2026,,2026,200,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-06-10T12:48:10.580124602,2026-06-10T12:48:10.580124602,,Paulínia,SP,Municipal,Edital nº 98/2026,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REALIZAÇÃO DE EXPOSIÇÃO CULTURAL INTERATIVA EM COMEMORAÇÃO À SEMANA DO FOLCLORE BRASILEIRO,/compras/45751435000106/2026/200
45751435000106-1-000009/2026,,2026,9,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-01-23T16:20:48.730645,2026-01-23T16:20:48.730645,,Paulínia,SP,Municipal,Edital nº 8/2026,REGISTRO DE PREÇOS PARA LOCAÇÃO DE TRIO ELÉTRICO,/compras/45751435000106/2026/9
45751435000106-1-000045/2026,,2026,45,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2026-02-19T13:35:08.847875,2026-02-20T14:12:09.053092896,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 2100/2026,Treinamento em Normas Regulamentadoras (NRs) de Saúde e Segurança no Trabalho NR-18 e NR-35,/compras/45751435000106/2026/45
45751435000106-1-000063/2026,,2026,63,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-03-02T13:08:57.198187,2026-03-02T13:08:57.198187,,Paulínia,SP,Municipal,Edital nº 31/2026,REGISTRO DE PREÇOS PARA PRESTAÇÃO DE SERVIÇOS DE ARBITRAGEM,/compras/45751435000106/2026/63
45751435000106-1-000104/2026,,2026,104,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-03-31T11:41:43.839205,2026-03-31T11:41:43.839205,,Paulínia,SP,Municipal,Edital nº 51/2026,CONTRATAÇÃO DE EMPRESA/CONSÓRCIO DE EMPRESAS PARA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL PREVENTIVA E CORRETIVA,/compras/45751435000106/2026/104
45751435000106-1-000108/2026,,2026,108,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-04-06T10:37:35.051582,2026-04-06T10:37:35.051582,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 10040/2026,"Contratação de inscrições em curso para treinamento e aperfeiçoamento de Contratação Direta na Lei 14.133 Segurança Jurídica e Aplicação Prática, para servidores que atuam na área de contratação.",/compras/45751435000106/2026/108
45751435000106-1-000109/2026,,2026,109,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-04-07T10:50:54.660272,2026-04-07T10:50:54.660272,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 8065/2026,Prestação de serviço especializado voltado ao fortalecimento do trabalho social no SUAS para equipes de gestão e da proteção social básica e especial do município de Paulínia.,/compras/45751435000106/2026/109
45751435000106-1-000128/2026,,2026,128,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-04-16T14:16:16.299617312,2026-04-16T14:16:16.299617312,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 8964/2026,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA MINISTRAR CURSO DE FORMAÇÃO DE INSTRUTORES/MULTIPICADORES DE TECNOLOGIAS NÃO LETAIS, TNL E SPARK, DESTINADO A FORMAÇÃO DE 5 GUARDAS MUNICIPAIS.",/compras/45751435000106/2026/128
45751435000106-1-000168/2026,,2026,168,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-05-18T13:41:50.153962,2026-05-18T13:41:50.153962,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 9484/2026,"CONTRATAÇÃO DE LICENCIAMENTO DE USO, MANUTENÇÃO E SUPORTE TÉCNICO AO SISTEMA INTEGRADO DE GOVERNANÇA MUNICIPAL - SIGM",/compras/45751435000106/2026/168
45751435000106-1-000191/2026,,2026,191,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-06-08T09:18:03.370046003,2026-06-08T09:18:03.370046003,,Paulínia,SP,Municipal,Edital nº 91/2026,CONTRATAÇÃO DE EMPRESA/CONSÓRCIO DE EMPRESAS PARA SOLUÇÃO INTELIGENTE DE AVALIAÇÃO DOS SERVIÇOS PÚBLICOS MUNICIPAIS,/compras/45751435000106/2026/191
45751435000106-1-000199/2026,,2026,199,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-06-10T09:28:54.914358849,2026-06-10T09:28:54.914358849,,Paulínia,SP,Municipal,Edital nº 97/2026,CONTRATAÇÃO DE EMPRESA PARA ELABORAÇÃO DE PROJETO DE REFORMA E AMPLIAÇÃO DA EMEI ALCIDES BARBUTTI,/compras/45751435000106/2026/199
45751435000106-1-000204/2026,,2026,204,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-06-11T09:10:14.914177112,2026-06-11T09:10:14.914177112,,Paulínia,SP,Municipal,Edital nº 99/2026,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A ELABORAÇÃO DE PROJETO DE REFORMA E AMPLIAÇÃO DA CRECHE JÚLIO PERINI I,/compras/45751435000106/2026/204
45751435000106-1-000205/2026,,2026,205,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-06-11T11:47:22.754885203,2026-06-11T11:47:22.754885203,,Paulínia,SP,Municipal,Edital nº 100/2026,CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A ELABORAÇÃO DE PROJETO DE REFORMA E AMPLIAÇÃO DA EMEF OADIL PIETROBOM,/compras/45751435000106/2026/205
45751435000106-1-000047/2026,,2026,47,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2026-02-20T09:19:59.442838,2026-02-20T09:19:59.442838,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 4157/2026,AQUISIÇÃO DE SOLUÇÃO DE FORMALDEÍDO E DE SOLUÇÃO OFTÁLMICA IODO POVIDONA,/compras/45751435000106/2026/47
45751435000106-1-000072/2026,,2026,72,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-03-06T13:40:34.125752,2026-03-06T13:49:24.837821,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 2266/2026,"Prestação de serviços por meio de Carreta da Beleza Itinerante, com oferta gratuita de serviços de embelezamento e autocuidado às mulheres do Município de Paulínia/SP, em alusão ao Mês da Mulher.",/compras/45751435000106/2026/72
45751435000106-1-000087/2026,,2026,87,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2026-03-16T13:58:25.920867,2026-03-16T13:58:25.920867,,Paulínia,SP,Municipal,Edital nº 26/2026,AQUISIÇÃO DE 84 LIXEIRAS.,/compras/45751435000106/2026/87
