numero_controle_pncp,numero,ano,numero_sequencial,orgao_cnpj,orgao_nome,unidade_nome,modalidade_licitacao_nome,tipo_nome,situacao_nome,cancelado,data_publicacao_pncp,data_atualizacao_pncp,valor_global,municipio_nome,uf,esfera_nome,title,description,item_url
45751435000106-1-000110/2023,,2023,110,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-10-30T13:21:55.941696,2023-12-19T10:44:57.075046,,Paulínia,SP,Municipal,Edital nº 254/2023,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS OFTALMOLÓGICOS, OTOLÓGICOS E NASOFARINGEOS",/compras/45751435000106/2023/110
45751435000106-1-000122/2023,,2023,122,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-11-13T11:36:21.442700,2024-01-12T08:24:15.196313,,Paulínia,SP,Municipal,Edital nº 271/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PAPÉIS DESTINADOS A ELETROCARDIÓGRAFO E CARDIOTOCÓGRAFO,/compras/45751435000106/2023/122
45751435000106-1-000114/2023,,2023,114,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-11-07T11:36:28.549004,2024-01-17T15:54:11.745643,,Paulínia,SP,Municipal,Edital nº 257/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PARA O SERVIÇO DE ENDOSCOPIA,/compras/45751435000106/2023/114
45751435000106-1-000140/2023,,2023,140,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-11-24T09:35:01.995580,2024-01-17T16:03:27.558346,,Paulínia,SP,Municipal,Edital nº 287/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PÃES PARA SERVIDORES MUNICIPAIS,/compras/45751435000106/2023/140
45751435000106-1-000159/2023,,2023,159,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-12-08T12:48:33.563630,2024-02-02T14:54:28.236395,,Paulínia,SP,Municipal,Edital nº 300/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO ANUAL DE LUVAS CIRÚRGICAS E DE PROCEDIMENTO,/compras/45751435000106/2023/159
45751435000106-1-000026/2023,,2023,26,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2023-06-19T08:19:46.601495,2023-06-26T15:48:13.627759,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 16189/2023,Aquisição de 4 tendas sanfonadas em aço galvanizado e lona de PVC impermeável ,/compras/45751435000106/2023/26
45751435000106-1-000038/2023,,2023,38,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2023-07-27T13:33:41.857791,2023-08-07T09:50:40.399099,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 17879/2023,CONTRATAÇÃO DE EMPRESA PARA REFORMA E AQUISIÇÃO DOS TOLDOS DA BIBLIOTECA PÚBLICA MUNICIPAL. ,/compras/45751435000106/2023/38
45751435000106-1-000004/2023,,2023,4,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2023-05-03T13:57:55.932580,2023-08-10T13:59:48.157112,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 9452/2023,"Confecção e instalação do letreiro de identificação do ""Cemitério das Palmeiras"" do município de Paulínia/SP.",/compras/45751435000106/2023/4
45751435000106-1-000080/2023,,2023,80,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2023-09-20T16:45:17.980252,2023-09-20T16:45:17.980252,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 27209/2023,"Contratação de serviço de manutenção preventiva em câmaras de conservação de vacinas, com fornecimento de peças. ",/compras/45751435000106/2023/80
45751435000106-1-000082/2023,,2023,82,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2023-09-25T14:01:03.223161,2023-09-25T14:01:03.223161,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 26720/2023,CONTRATAÇÃO EMPRESA PARA CONFECÇÃO DE FIGURINO PARA GRUPO DE DANÇA “DIVAS”,/compras/45751435000106/2023/82
45751435000106-1-000066/2023,,2023,66,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-09-06T15:52:49.210445,2023-11-07T09:56:09.615361,,Paulínia,SP,Municipal,Edital nº 225/2023,AQUISIÇÃO DE CONJUNTO DE ARQUIVO DESLIZANTE PARA O SETOR DE UROLOGIA DO HOSPITAL MUNICIPAL,/compras/45751435000106/2023/66
45751435000106-1-000143/2023,,2023,143,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2023-11-27T08:19:55.157143,2023-11-27T08:19:55.157143,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 34244/2023,AQUISIÇÃO DE FITA DE DEMARCAÇÃO PRETA PARA COLOCAÇÃO DE LINÓLEO EM APRESENTAÇÃO DE DANÇA.,/compras/45751435000106/2023/143
45751435000106-1-000131/2023,,2023,131,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-11-21T10:59:40.906453,2024-01-05T17:00:28.447067,,Paulínia,SP,Municipal,Edital nº 279/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ÁGUA EM COPOS E SACOS DE GELO EM CUBOS,/compras/45751435000106/2023/131
45751435000106-1-000049/2023,,2023,49,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-08-22T13:34:17.842585,2024-01-17T15:30:37.171911,,Paulínia,SP,Municipal,Edital nº 199/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE ACESSÓRIOS E MATERIAIS PARA ATENDIMENTO DE EMERGÊNCIAS,/compras/45751435000106/2023/49
45751435000106-1-000109/2023,,2023,109,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-10-30T12:55:36.527667,2024-01-17T15:52:48.642247,,Paulínia,SP,Municipal,Edital nº 253/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE SOLUÇÕES PARA LIMPEZA E ASSEPSIA DE PELE,/compras/45751435000106/2023/109
45751435000106-1-000158/2023,,2023,158,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-12-08T12:12:34.992708,2024-01-22T14:33:20.348933,,Paulínia,SP,Municipal,Edital nº 303/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS MÉDICOS HOSPITALARES DE USO CIRÚRGICO,/compras/45751435000106/2023/158
45751435000106-1-000130/2023,,2023,130,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-11-14T12:25:47.125155,2024-01-24T10:51:55.782082,,Paulínia,SP,Municipal,Edital nº 278/2023,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS CONFECCIONADOS EM TECIDOS E NÃO TECIDOS,/compras/45751435000106/2023/130
45751435000106-1-000166/2023,,2023,166,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2023-12-12T12:50:32.696969,2024-02-01T13:12:21.645345,,Paulínia,SP,Municipal,Edital nº 311/2023,AQUISIÇÃO DE BOLO E REFRIGERANTE PARA O ANIVERSÁRIO DE 60 ANOS DO MUNICÍPIO DE PAULÍNIA,/compras/45751435000106/2023/166
