numero_controle_pncp,numero,ano,numero_sequencial,orgao_cnpj,orgao_nome,unidade_nome,modalidade_licitacao_nome,tipo_nome,situacao_nome,cancelado,data_publicacao_pncp,data_atualizacao_pncp,valor_global,municipio_nome,uf,esfera_nome,title,description,item_url
45751435000106-1-000112/2024,,2024,112,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-04-11T14:07:38.018459,2024-04-11T14:07:38.018459,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 12836/2024,AQUISIÇÃO DE FORMALDEÍDO. ,/compras/45751435000106/2024/112
45751435000106-1-000403/2024,,2024,403,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2024-08-23T10:22:48.076258,2024-09-10T10:01:25.579699,,Paulínia,SP,Municipal,Edital nº 152/2024,AQUISIÇÃO DE ELETRODOMÉSTICOS,/compras/45751435000106/2024/403
45751435000106-1-000488/2024,,2024,488,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-10-02T12:01:55.992262,2024-10-02T12:01:55.992262,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 31113/2024,AQUISIÇÃO DE CAMISETAS ,/compras/45751435000106/2024/488
45751435000106-1-000514/2024,,2024,514,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2024-10-30T11:25:32.253765,2024-10-30T11:25:32.253765,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 28456/2024,6 - Medicamentos,/compras/45751435000106/2024/514
45751435000106-1-000250/2024,,2024,250,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-06-05T14:13:40.118782,2024-11-05T08:11:02.797884,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 17863/2024,AQUISIÇÃO DE FERRAMENTAS,/compras/45751435000106/2024/250
45751435000106-1-000609/2024,,2024,609,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2024-12-12T12:21:10.910550,2024-12-12T15:43:07.136091,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 37504/2024,6 - Medicamentos,/compras/45751435000106/2024/609
45751435000106-1-000602/2024,,2024,602,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Revogada,False,2024-12-09T15:26:30.890215,2025-03-13T10:26:46.770745776,,Paulínia,SP,Municipal,Edital nº 241/2024,AQUISIÇÃO DE ÓCULOS,/compras/45751435000106/2024/602
45751435000106-1-000231/2024,,2024,231,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2024-05-28T12:18:54.608578,2024-08-21T11:22:04.438679,,Paulínia,SP,Municipal,Edital nº 90/2024,AQUISIÇÃO DE MOBILIÁRIOS DE ESCRITÓRIO,/compras/45751435000106/2024/231
45751435000106-1-000517/2024,,2024,517,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2024-10-31T15:43:41.887234,2024-10-31T15:43:41.887234,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 29585/2024,17 - Outras prestações de serviços,/compras/45751435000106/2024/517
45751435000106-1-000113/2024,,2024,113,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-04-11T14:36:51.903234,2024-11-05T09:29:36.583056,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 12835/2024,AQUISIÇÃO DE LACRES DE SEGURANÇA,/compras/45751435000106/2024/113
45751435000106-1-000027/2024,,2024,27,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-02-19T12:11:22.216443,2024-11-05T09:33:46.490725,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 5526/2024,AQUISIÇÃO DE COLCHÕES PNEUMÁTICOS.,/compras/45751435000106/2024/27
45751435000106-1-000399/2024,,2024,399,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2024-08-21T11:44:12.920844,2024-11-06T14:58:12.113295,,Paulínia,SP,Municipal,Edital nº 149/2024,AQUISIÇÃO DE MOBILIÁRIOS HOSPITALARES,/compras/45751435000106/2024/399
45751435000106-1-000563/2024,,2024,563,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2024-11-12T16:52:08.773499,2024-11-12T16:52:08.773499,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 33439/2024,8 - Serviços de consultoria,/compras/45751435000106/2024/563
45751435000106-1-000568/2024,,2024,568,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-11-21T16:36:45.945292,2024-12-09T14:35:19.214409,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 32454/2024,17 - Outras prestações de serviços,/compras/45751435000106/2024/568
45751435000106-1-000023/2024,,2024,23,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-02-09T09:57:46.404367,2024-02-22T11:34:09.372546,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 2067/2024,AQUISIÇÃO DE TELEFONE CELULAR SMARTPHONE.,/compras/45751435000106/2024/23
45751435000106-1-000233/2024,,2024,233,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-05-29T09:54:16.266576,2024-06-06T16:17:59.759910,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 17384/2024,Contratação de Empresa especializada em Hospedagem ,/compras/45751435000106/2024/233
45751435000106-1-000258/2024,,2024,258,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-06-10T14:29:10.609753,2024-06-18T14:00:21.436460,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 17867/2024,Contratação de Empresa Especializada em Embalagens.,/compras/45751435000106/2024/258
45751435000106-1-000268/2024,,2024,268,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2024-06-13T14:45:57.662634,2024-07-05T10:37:19.881167,,Paulínia,SP,Municipal,Edital nº 104/2024,AQUISIÇÃO DE NUTRIÇÃO PARENTERAL PROLONGADA,/compras/45751435000106/2024/268
45751435000106-1-000357/2024,,2024,357,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2024-07-31T15:32:33.195557,2024-07-31T15:32:33.195557,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 23362/2024,Renovação da Apólice de Seguro de Automóvel.,/compras/45751435000106/2024/357
45751435000106-1-000243/2024,,2024,243,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2024-06-03T16:16:20.126020,2024-09-03T13:06:41.480640,,Paulínia,SP,Municipal,Edital nº 96/2024,AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS HOSPITALARES,/compras/45751435000106/2024/243
45751435000106-1-000365/2024,,2024,365,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2024-08-02T11:14:57.648015,2024-09-09T09:01:04.351632,,Paulínia,SP,Municipal,Edital nº 133/2024,AQUISIÇÃO DE CAMAS HOSPITALARES E BERÇOS,/compras/45751435000106/2024/365
45751435000106-1-000336/2024,,2024,336,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2024-07-19T14:42:30.552967,2024-10-11T10:50:22.942921,,Paulínia,SP,Municipal,Edital nº 125/2024,AQUISIÇÃO DE EQUIPAMENTOS MÉDICOS HOSPITALARES,/compras/45751435000106/2024/336
