numero_controle_pncp,numero,ano,numero_sequencial,orgao_cnpj,orgao_nome,unidade_nome,modalidade_licitacao_nome,tipo_nome,situacao_nome,cancelado,data_publicacao_pncp,data_atualizacao_pncp,valor_global,municipio_nome,uf,esfera_nome,title,description,item_url
45751435000106-1-000029/2025,,2025,29,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-02-25T09:52:41.826193,2025-02-25T09:52:41.826193,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 4254/2025,AQUISIÇÃO ANUAL DE MATERIAIS PARA EXAMES GINECOLÓGICOS.,/compras/45751435000106/2025/29
45751435000106-1-000037/2025,,2025,37,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-02-27T13:48:58.184085,2025-03-06T10:20:49.467725,,Paulínia,SP,Municipal,Edital nº 24/2025,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS HIDRÁULICOS,/compras/45751435000106/2025/37
45751435000106-1-000057/2025,,2025,57,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-03-13T15:46:46.522884,2025-03-14T16:04:33.513988438,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 7406/2025,Curso IEG-M: Melhore a nota do seu município,/compras/45751435000106/2025/57
45751435000106-1-000142/2025,,2025,142,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-05-27T10:32:14.965072,2025-05-27T10:32:14.965072,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 14313/2025,CONTRATAÇÃO DE EMPRESA PARA ORGANIZAÇÃO DE FEIRAS/EXPOSIÇÕES,/compras/45751435000106/2025/142
45751435000106-1-000503/2025,,2025,503,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2026-01-20T10:18:48.805498,2026-01-20T10:18:48.805498,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 36330/2025,Munição .9 milimetros,/compras/45751435000106/2025/503
45751435000106-1-000137/2025,,2025,137,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-05-21T09:06:27.584944,2025-05-21T09:06:27.584944,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 14027/2025,Contratação de Hospedagem na cidade de São Paulo,/compras/45751435000106/2025/137
45751435000106-1-000058/2025,,2025,58,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-03-17T11:31:43.731001,2025-03-17T11:31:43.731001,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 1438/2025,Aquisição de medicamentos ação judicial 1003687-52.2017.8.26.0428 para M.S.P.,/compras/45751435000106/2025/58
45751435000106-1-000067/2025,,2025,67,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-03-28T10:59:36.463038,2025-03-28T10:59:36.463038,,Paulínia,SP,Municipal,Edital nº 37/2025,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PARA CIRURGIA DE ARTROSCOPIA,/compras/45751435000106/2025/67
45751435000106-1-000025/2025,,2025,25,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-02-17T15:26:17.105938,2025-04-04T16:49:10.824642689,,Paulínia,SP,Municipal,Edital nº 19/2025,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE SOFTWARE PARA ÁREA TRIBUTÁRIA,/compras/45751435000106/2025/25
45751435000106-1-000092/2025,,2025,92,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-04-10T10:30:43.856581,2025-04-10T10:30:43.856581,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 8112/2025,CURSO DE CAPACITAÇÃO SUICIDOLOGIA E POLÍTICAS PÚBLICAS PARA SERVIDORES DA SAÚDE.,/compras/45751435000106/2025/92
45751435000106-1-000115/2025,,2025,115,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-05-09T10:57:53.679020,2025-05-09T10:57:53.679020,,Paulínia,SP,Municipal,Edital nº 62/2025,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE HEPARINA DE BAIXO PESO MOLECULAR,/compras/45751435000106/2025/115
45751435000106-1-000121/2025,,2025,121,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-05-13T10:21:28.405553,2025-05-13T10:21:28.405553,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 4653/2025,AQUISIÇÃO DE PRÓTESE PARA PACIENTE A.C.S. ATENDIMENTO DE NECESSIDADES ESPECÍFICAS,/compras/45751435000106/2025/121
45751435000106-1-000128/2025,,2025,128,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-05-16T16:44:06.903361,2025-05-22T10:07:49.209372,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 11903/2025,Aquisição de Trocador de Fraldas,/compras/45751435000106/2025/128
45751435000106-1-000281/2025,,2025,281,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-08-11T14:50:29.033777,2025-08-11T14:50:29.033777,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 22751/2025,Palestrante A SAÚDE MENTAL DO SERVIDOR PÚBLICO,/compras/45751435000106/2025/281
45751435000106-1-000500/2025,,2025,500,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2026-01-16T15:22:40.384455,2026-01-16T15:22:40.384455,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 38949/2025,AQUISIÇÃO DE LOUSA DE VIDRO MAGNÉTICA,/compras/45751435000106/2025/500
45751435000106-1-000064/2025,,2025,64,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-03-27T14:36:24.492174,2025-03-27T14:36:24.492174,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 9386/2025,Contratação de hospedagem para servidores que participarão do 38º Congresso COSEMS-SP.,/compras/45751435000106/2025/64
45751435000106-1-000019/2025,,2025,19,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-02-10T15:30:28.445089,2025-03-27T15:13:34.151460225,,Paulínia,SP,Municipal,Edital nº 16/2025,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE INSUMOS PARA ESTERILIZAÇÃO, COM COMODATO DE EQUIPAMENTOS",/compras/45751435000106/2025/19
45751435000106-1-000079/2025,,2025,79,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-04-04T11:51:48.735280,2025-04-04T11:51:48.735280,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 4731/2025,Estantes de aço,/compras/45751435000106/2025/79
45751435000106-1-000130/2025,,2025,130,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-05-19T14:27:49.240563,2025-05-19T14:27:49.240563,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 12759/2025,Capacitação em elaboração de relatório técnico socioassistencial.,/compras/45751435000106/2025/130
45751435000106-1-000149/2025,,2025,149,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-06-02T15:51:40.295790,2025-06-02T15:51:40.295790,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 7050/2025,"CUMPRIMENTO DE AÇÃO JUDICIAL PROCESSO Nº 0001040-23.2025.8.26.0428. REQUERENTE ""J.T.""",/compras/45751435000106/2025/149
45751435000106-1-000165/2025,,2025,165,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-06-11T15:24:20.793848,2025-06-11T15:24:20.793848,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 17107/2025,"CUMPRIMENTO DE DECISÃO JUDICIAL PROCESSO Nº 1002592-06.2025.8.26.0428. REQUERENTE ""A.C.J.""",/compras/45751435000106/2025/165
45751435000106-1-000168/2025,,2025,168,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-06-12T12:47:31.435488,2025-06-12T12:47:31.435488,,Paulínia,SP,Municipal,Edital nº 85/2025,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CAFÉ EM GRÃOS,/compras/45751435000106/2025/168
45751435000106-1-000330/2025,,2025,330,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-09-10T11:47:00.589369,2025-09-10T11:47:00.589369,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 19562/2025,Aquisição de aparelho de telefone com fio,/compras/45751435000106/2025/330
45751435000106-1-000013/2025,,2025,13,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-02-05T09:08:40.802464,2025-04-16T16:38:33.240250674,,Paulínia,SP,Municipal,Edital nº 12/2025,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CURATIVOS ESPECIAIS PARA TRATAMENTO DE LESÕES DE PELE,/compras/45751435000106/2025/13
45751435000106-1-000220/2025,,2025,220,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-07-17T10:44:20.151031800,2025-07-17T10:44:20.151031800,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 0016391/2025,AQUISIÇÃO DE FACA CIRÚRGICA TIPO BLAIR,/compras/45751435000106/2025/220
45751435000106-1-000308/2025,,2025,308,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-08-28T08:11:20.650977,2025-08-28T08:11:20.650977,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 21773/2025,Participação no XIII SIMPOSIO DE DIREITO TRIBUTARIO MUNICIPAL,/compras/45751435000106/2025/308
45751435000106-1-000346/2025,,2025,346,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-09-24T09:33:04.285774,2025-09-24T09:33:04.285774,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 27912/2025,"AQUISIÇÃO DE 04 APARELHOS CELULARES, TIPO SMARTPHONE ANDROID.",/compras/45751435000106/2025/346
45751435000106-1-000425/2025,,2025,425,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-11-04T16:05:28.532699,2025-11-04T16:05:28.532699,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 34823/2025,CONTRATAÇÃO SEGURO PREDIAL POUPA TEMPO PAULINIA/SP.,/compras/45751435000106/2025/425
45751435000106-1-000009/2025,,2025,9,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-01-31T11:39:30.817677,2025-01-31T12:02:52.812996,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 1179/2025,SHOW ARTÍSTICO EM COMEMORAÇÃO AO ANIVERSÁRIO DA CIDADE DE PAULÍNIA,/compras/45751435000106/2025/9
45751435000106-1-000053/2025,,2025,53,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-03-12T09:40:34.968451,2025-03-12T09:40:34.968451,,Paulínia,SP,Municipal,Edital nº 34/2025,"REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FILMES PARA TOMOGRAFIA, RAIO-X, MAMOGRAFIA E ULTRASSONOGRAFIA",/compras/45751435000106/2025/53
45751435000106-1-000055/2025,,2025,55,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-03-12T16:41:34.392598,2025-04-07T15:20:09.168119135,,Paulínia,SP,Municipal,Edital nº 36/2025,"AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO – GLP, COM CESSÃO GRATUITA E TEMPORÁRIA DE EQUIPAMENTOS EM REGIME DE COMODATO",/compras/45751435000106/2025/55
45751435000106-1-000338/2025,,2025,338,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-09-17T13:21:00.844625,2025-09-17T13:21:00.844625,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 29244/2025,Contratação de prestador de serviço para renovação da Apólice de Seguro de Automóvel,/compras/45751435000106/2025/338
45751435000106-1-000374/2025,,2025,374,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-10-06T10:49:40.054701,2025-10-06T10:49:40.054701,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 2381/2025,"Contratação de palestra em comemoração a Semana da Cultura Negra, com Geraldo Rufino.",/compras/45751435000106/2025/374
45751435000106-1-000461/2025,,2025,461,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-12-02T15:52:50.214585992,2025-12-02T15:52:50.214585992,,Paulínia,SP,Municipal,Edital nº 0000188\2025/2025,"LICITAÇÃO PARA PARTICIPAÇÃO EXCLUSIVA DE ME/EPP

AQUISIÇÃO DE CALÇADOS DE SEGURANÇA",/compras/45751435000106/2025/461
45751435000106-1-000027/2025,,2025,27,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-02-24T16:06:46.274898872,2025-02-24T16:06:46.274898872,,Paulínia,SP,Municipal,Edital nº 21/2025,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CAFÉ EM GRÃOS,/compras/45751435000106/2025/27
45751435000106-1-000011/2025,,2025,11,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Revogada,False,2025-02-04T11:55:43.546858,2025-02-26T15:09:57.792638890,,Paulínia,SP,Municipal,Edital nº 9/2025,AQUISIÇÃO DE MATERIAIS PARA CIRURGIA DE ARTROPLASTIA TOTAL DO QUADRIL PARA ATENDER AS NECESSIDADES DO PACIENTE N.A.S,/compras/45751435000106/2025/11
45751435000106-1-000059/2025,,2025,59,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-03-18T09:41:03.822391,2025-03-18T09:41:03.822391,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 5066/2025,"Aquisição de materiais para cumprimento de ação judicial, processo nº 0004482-31.2024.8.26.0428. Paciente M.L.F.S.",/compras/45751435000106/2025/59
45751435000106-1-000072/2025,,2025,72,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-04-02T11:23:55.802552,2025-04-02T11:23:55.802552,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 7212/2025,"AQUISIÇÃO DE MEDICAMENTO PARA CUMPRIMENTO DE AÇÃO JUDICIAL, PROCESSO Nº 1002218-05.2016.8.26.0428. REQUERENTE J.G.B",/compras/45751435000106/2025/72
45751435000106-1-000120/2025,,2025,120,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-05-13T09:42:23.215296,2025-05-13T09:42:23.215296,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 9369/2025,AQUISIÇÃO JUDICIAL DE PRÓTESE NÃO CIRÚRGICA A PROVA D'ÁGUA PROCESSO 1001133-66.2025.8.26.0428. REQUERENTE N.L.F.S,/compras/45751435000106/2025/120
45751435000106-1-000159/2025,,2025,159,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-06-05T13:25:20.657882,2025-06-05T13:25:20.657882,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 9944/2025,CONTRATAÇÃO DE SERVIÇO DE CONSULTORIA PARA REALIZAÇÃO DE PLANEJAMENTO ESTRATÉGICO DA SECRETARIA MUNICIPAL DE SAÚDE 2025/2029,/compras/45751435000106/2025/159
45751435000106-1-000334/2025,,2025,334,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-09-15T14:03:01.775360,2025-09-15T14:03:01.775360,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 4544/2025,Aquisição APARELHO DE TELEFONE CELULAR SMARTPHONE,/compras/45751435000106/2025/334
45751435000106-1-000427/2025,,2025,427,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-11-05T10:28:41.259922,2025-11-05T10:28:41.259922,,Paulínia,SP,Municipal,Edital nº 192/2025,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE PASSAGENS AÉREAS E HOSPEDAGEM,/compras/45751435000106/2025/427
45751435000106-1-000451/2025,,2025,451,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-11-25T11:09:51.840173,2025-11-25T11:09:51.840173,,Paulínia,SP,Municipal,Edital nº 202/2025,CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE PASSAGENS AÉREAS E HOSPEDAGEM,/compras/45751435000106/2025/451
45751435000106-1-000502/2025,,2025,502,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2026-01-19T13:25:26.553785,2026-01-19T13:25:26.553785,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 39365/2025,Aquisição de paletes de PVC,/compras/45751435000106/2025/502
45751435000106-1-000007/2025,,2025,7,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-01-30T11:39:58.959837,2025-02-05T16:08:33.742870,,Paulínia,SP,Municipal,Edital nº 7/2025,"CONTRATAÇÃO DE EMPRESA/CONSÓRCIO DE EMPRESAS PARA LOCAÇÃO DE GALPÕES, PISOS, COBERTURAS, ESTRUTURAS, BANHEIROS QUÍMICOS E DEMAIS ITENS",/compras/45751435000106/2025/7
45751435000106-1-000091/2025,,2025,91,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Inexigibilidade,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-04-10T10:30:05.051224,2025-04-10T10:30:05.051224,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 7010/2025,CONTRATAÇÃO DE PALESTRANTE COM NOTÁVEL SABER PARA MINISTRAR PALESTRA SOBRE EDUCAÇÃO FÍSICA ADAPTADA.,/compras/45751435000106/2025/91
45751435000106-1-000094/2025,,2025,94,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-04-10T13:09:11.097216,2025-04-10T13:09:11.097216,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 9061/2025,AQUISIÇÃO DE MEDICAMENTO CUMPRIMENTO AÇÃO JUDICIAL 105126-54.2024.8.26.0428. AGRAVO DE INSTRUMENTO 2301995-04.2024.8.26.0000 - AGRAVANTE R.P.,/compras/45751435000106/2025/94
45751435000106-1-000210/2025,,2025,210,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-07-14T16:03:03.397262,2025-07-14T16:03:03.397262,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 16647/2025,6 - Medicamentos,/compras/45751435000106/2025/210
45751435000106-1-000447/2025,,2025,447,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Ato que autoriza a Contratação Direta,Divulgada no PNCP,False,2025-11-19T13:35:19.431889,2025-11-19T13:35:19.431889,,Paulínia,SP,Municipal,Ato que autoriza a Contratação Direta nº 32038/2025,CUMPRIMENTO DE AÇÃO JUDICIAL SOB NÚMERO 1004703.41.2017.8.26.0428. REQUERENTE R.C.D.,/compras/45751435000106/2025/447
45751435000106-1-000003/2025,,2025,3,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Pregão - Eletrônico,Edital,Divulgada no PNCP,False,2025-01-21T13:23:28.466084,2025-02-14T16:29:58.647755,,Paulínia,SP,Municipal,Edital nº 3/2025,REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS PARA EXAMES GINECOLÓGICOS PARA ASSISTÊNCIA NA SAÚDE DA MULHER E RECÉM-NASCIDOS,/compras/45751435000106/2025/3
45751435000106-1-000060/2025,,2025,60,45751435000106,MUNICIPIO DE PAULINIA,MUNICIPIO DE PAULINIA,Dispensa,Aviso de Contratação Direta,Divulgada no PNCP,False,2025-03-18T11:31:59.644183,2025-03-18T11:31:59.644183,,Paulínia,SP,Municipal,Aviso de Contratação Direta nº 4124/2025,"TRIBUNA EM ACRÍLICO 08MM, ALTURA DE 1,10 CM, LARGURA DE 38 CM, RODAS DE SILICONE NOS PÉS (SENDO DUAS COM TRAVAS).",/compras/45751435000106/2025/60
