ano,municipio,tipo,codigo,especificacao,fiscal,seguridade,total,lei_numero,data_lei,fonte
2026,sorocaba,resumo,,Total LOA,4987967406.0,1028557041.0,6016524447.0,13.403,29 DE DEZEMBRO DE 2025,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE RELAÇÕES INST. E R$,,,2934758.0,,,LAI Sorocaba
2026,sorocaba,orgao,,METROPOLITANAS FUNDO SOCIAL DE SOLIDARIEDADE R$ - R$,,,722710.48,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE GOVERNO R$,,,27018226.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DO TURISMO R$,,,3231406.16,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE ADMINISTRAÇÃO R$,,,47666942.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DA INCLUSÃO E TRANST. R$,,,3256220.0,,,LAI Sorocaba
2026,sorocaba,orgao,,ESPEC. AUTISTA SECR. DA CIDADANIA R$ - R$,,,87792917.64,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE SERVIÇOS PÚBLICOS E R$,,,199471274.0,,,LAI Sorocaba
2026,sorocaba,orgao,,OBRAS SECR. DA EDUCAÇÃO R$,,,1139984238.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DA MULHER R$,,,3147507.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DA FAZENDA R$,,,293627211.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE CULTURA R$,,,20043202.16,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE PARCERIAS R$,,,243772205.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DA HABITAÇÃO E REGUL. R$,,,9254000.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. EMPREEND. DA MICROEMP. R$,,,5489677.16,,,LAI Sorocaba
2026,sorocaba,orgao,,EMP. PEQ. PORTE GABINETE DO PODER EXECUTIVO R$,,,2229754.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DA SAÚDE R$ - R$,,,1108086629.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE SEGURANÇA URBANA R$,,,103892046.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE REL. DE TRABALHO E R$,,,7078844.0,,,LAI Sorocaba
2026,sorocaba,orgao,,QUALIF. PROF. SECR. DE COMUNICAÇÃO R$,,,8735944.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE RECURSOS HUMANOS R$,,,145493396.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE GABINETE CENTRAL R$,,,32060589.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. JURÍDICA R$,,,32040135.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE PLANEJAMENTO E DESENV. R$,,,30028509.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE ESPORTES E QUALIDADE DE R$,,,46607699.64,,,LAI Sorocaba
2026,sorocaba,orgao,,"SECR. DO MEIO AMBIENTE, PROT. R$",,,236697856.32,,,LAI Sorocaba
2026,sorocaba,orgao,,BEM ESTAR ANIMAL SECRETARIA DE MOBILIDADE R$,,,489880556.0,,,LAI Sorocaba
2026,sorocaba,orgao,,SECR. DE DESENVOLVIMENTO R$,,,3709649.16,,,LAI Sorocaba
2026,sorocaba,orgao,,- SERVICO AUTÔNOMO DE ÁGUA E R$,,,456393824.0,,,LAI Sorocaba
2026,sorocaba,orgao,,- FUND. DE SEGURIDADE SOCIAL DE R$ - R$,,,778150406.0,,,LAI Sorocaba
2026,sorocaba,orgao,,- URBES - EMPRESA DE DESENV. R$,,,74115909.16,,,LAI Sorocaba
2026,sorocaba,orgao,,- FUNDAÇÃO DE SEGURIDADE R$,,,240244635.16,,,LAI Sorocaba
2026,sorocaba,orgao,,- EMPRESA MUNICIPAL PARQUE R$,,,7980000.0,,,LAI Sorocaba
