ano,municipio,tipo,codigo,especificacao,fiscal,seguridade,total,lei_numero,data_lei,fonte
2024,sorocaba,resumo,,Total LOA,4576044734.2,653819491.0,5229864225.2,12.941,20 DE DEZEMBRO DE 2023,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE RELAÇÕES INST. E R$,,,2043015.0,,,LAI Sorocaba
2024,sorocaba,orgao,,METROPOLITANAS FUNDO SOCIAL DE SOLIDARIEDADE R$ - R$,,,516806.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE GOVERNO R$,,,20435968.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE ADMINISTRAÇÃO R$,,,338697543.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DA CIDADANIA R$ - R$,,,66011137.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE SERVIÇOS PÚBLICOS E R$,,,250724841.54,,,LAI Sorocaba
2024,sorocaba,orgao,,OBRAS SECR. DA EDUCAÇÃO R$,,,907670467.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DA FAZENDA R$,,,253560654.2,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE CULTURA R$,,,13064972.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DA HABITAÇÃO E REGUL. R$,,,5917139.0,,,LAI Sorocaba
2024,sorocaba,orgao,,FUNDIÁRIA SECR. DA SAÚDE R$ - R$,,,967750111.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE SEGURANÇA URBANA R$,,,68873493.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE COMUNICAÇÃO R$,,,5639966.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE RECURSOS HUMANOS R$,,,130573016.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE GABINETE CENTRAL R$,,,14692563.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. JURÍDICA R$,,,28990430.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE ESPORTES E QUALIDADE DE R$,,,34727200.0,,,LAI Sorocaba
2024,sorocaba,orgao,,"SECR. DO MEIO AMBIENTE, PROT. R$",,,193923235.0,,,LAI Sorocaba
2024,sorocaba,orgao,,BEM ESTAR ANI SECRETARIA DE MOBILIDADE R$,,,444789057.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE DESENV. ECONÔMICO E R$,,,11060176.0,,,LAI Sorocaba
2024,sorocaba,orgao,,TURISMO GABINETE DO PODER EXECUTIVO R$,,,746352.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE REL. DE TRABALHO E R$,,,2051130.0,,,LAI Sorocaba
2024,sorocaba,orgao,,SECR. DE PLANEJAMENTO E DESENV. R$,,,27631346.0,,,LAI Sorocaba
2024,sorocaba,orgao,,- SERVIÇO AUTÔNOMO DE ÁGUA E R$,,,524539538.0,,,LAI Sorocaba
2024,sorocaba,orgao,,- FUND. DE SEGURIDADE SOCIAL R$ - R$,,,572058973.0,,,LAI Sorocaba
2024,sorocaba,orgao,,- URBES - EMPRESA DE DESENV. R$,,,62782773.0,,,LAI Sorocaba
2024,sorocaba,orgao,,- FUNDAÇÃO DE SEGURIDADE R$,,,165576100.0,,,LAI Sorocaba
2024,sorocaba,orgao,,- EMPRESA MUNICIPAL PARQUE R$,,,6512084.0,,,LAI Sorocaba
