ano,municipio,tipo,codigo,especificacao,fiscal,seguridade,total,lei_numero,data_lei,fonte
2025,sorocaba,resumo,,Total LOA,4854309576.6,804867934.7,5659177511.3,13.106,27 DE DEZEMBRO DE 2024,LAI Sorocaba
2025,sorocaba,orgao,,1 - ADMINISTRACAO DIRETA CAMARA MUNICIPAL R$,,,96370000.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE RELACOES INST.E METROPOLITANAS R$,,,2397187.0,,,LAI Sorocaba
2025,sorocaba,orgao,,FUNDO SOCIAL DE SOLIDARIEDADE R$,,,142872.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE GOVERNO R$,,,22619608.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE ADMINISTRACAO R$,,,257003734.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DA CIDADANIA R$,,,79154942.4,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE SERVICOS PUBLICOS E OBRAS R$,,,191418772.6,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DA EDUCACAO R$,,,1080993578.1,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DA FAZENDA R$,,,314128681.6,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE CULTURA R$,,,18447703.32,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DA HABITACAO E REGUL.FUNDIARIA R$,,,12454897.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DA SAUDE R$,,,1122770664.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE SEGURANCA URBANA R$,,,81560740.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE COMUNICACAO R$,,,8510520.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE RECURSOS HUMANOS R$,,,137181270.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR. DE GABINETE CENTRAL R$,,,13672523.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.JURIDICA R$,,,29636853.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE ESPORTES E QUALIDADE DE VIDA R$,,,42174110.22,,,LAI Sorocaba
2025,sorocaba,orgao,,"SECR.DO MEIO AMBIENTE, PROT. BEM ESTAR ANI R$",,,211948825.56,,,LAI Sorocaba
2025,sorocaba,orgao,,SECRETARIA DE MOBILIDADE R$,,,446403942.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE DESENV.ECONOMICO E TURISMO R$,,,7037843.0,,,LAI Sorocaba
2025,sorocaba,orgao,,GABINETE DO PODER EXECUTIVO R$,,,2431568.0,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE REL.DE TRABALHO E QUALIF.PROF. R$,,,6976580.8,,,LAI Sorocaba
2025,sorocaba,orgao,,SECR.DE PLANEJAMENTO E DESENV.URBANO R$,,,25684713.0,,,LAI Sorocaba
2025,sorocaba,orgao,,2 - ADMINISTRACAO INDIRETA,,,502760008.0,,,LAI Sorocaba
2025,sorocaba,orgao,,FUND. DE SEGURIDADE SOCIAL DE SOROCABA-PREVIDENCIA R$,,,661160756.7,,,LAI Sorocaba
2025,sorocaba,orgao,,URBES - EMPRESA DE DESENV.URBANO E SOCIAL SOROCABA R$,,,64797561.0,,,LAI Sorocaba
2025,sorocaba,orgao,,FUNDACAO DE SEGURIDADE SOCIAL DE SOROCABA - SAUDE R$,,,202433882.0,,,LAI Sorocaba
2025,sorocaba,orgao,,EMPRESA MUNICIPAL PARQUE TECNOLOGICO DE SOROCABA R$,,,14331036.5,,,LAI Sorocaba
