ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2025,2025-12,Não se aplica,EM EXECUÇÃO,53000,Ministério da Integração e do Desenvolvimento Regional,530023,SEC. NAC. POLIT. DESENV. REG. E TERRITORIAL,-1,Sem informação,989891,Pavimentacao em Estradas Vicinais no Municipio de Taua/CE,0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,22000,Ministério da Agricultura e Pecuária,130141,"SUBSECRETARIA DE ORCAMENTO,PLANEJAMENTO E ADM",-1,Sem informação,984572,Execucao de obras e servicos de engenharia em estradas vicinais no Municipio de Taua-CE.,0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,54000,Ministério do Turismo,540007,CAIXA - SNINFRA,-1,Sem informação,988727,Implantacao de infraestrutura de acesso a Praca da Juventude no municipio de Taua/CE,0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,22000,Ministério da Agricultura e Pecuária,130141,"SUBSECRETARIA DE ORCAMENTO,PLANEJAMENTO E ADM",-1,Sem informação,991716,FORTALECIMENTO DO SISTEMA DE CRIACAO DE OVINOS E CAPRINOS NO MUNICIPIO DE TAUA/CE.,0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-11,Não se aplica,EM EXECUÇÃO,22000,Ministério da Agricultura e Pecuária,130141,"SUBSECRETARIA DE ORCAMENTO,PLANEJAMENTO E ADM",-1,Sem informação,979850,Execucao de obras e servicos de engenharia em estradas vicinais no Municipio de Taua.Ce.,0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,20000,Presidência da República,810014,SECRETARIA NACIONAL DA JUVENTUDE,-1,Sem informação,986273,"Implantacao do Programa Estacao Juventude para jovens entre 15 e 29 anos, no Municipio de Taua  Ceara.",0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-11,Não se aplica,EM EXECUÇÃO,51000,Ministério do Esporte,180073,"SEC NAC ESP AMADOR, ED. LAZER E INC SOCIAL",-1,Sem informação,981107,"Implementacao e Desenvolvimento do Projeto Taua de Todas as Idades, no Municipio de Taua/CE",0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-12,Não se aplica,EM EXECUÇÃO,36000,Ministério da Saúde,255000,FUNDACAO NACIONAL DE SAUDE - DF,-1,Sem informação,984740,IMPLANTACAO DO SISTEMA DE ABASTECIMENTO DE AGUA EM AREAS RURAIS E COMUNIDADES TRADICIONAIS NO MUNICIPIO DE TAUA,0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-09,Não se aplica,EM EXECUÇÃO,26000,Ministério da Educação,157241,CEF - PAC/FNDE,-1,Sem informação,977997,Construcao de Creche de Educacao Infantil  Tipo 2 no municipio de Taua.Ce,0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2025,2025-04,Não se aplica,EM EXECUÇÃO,56000,Ministério das Cidades,175004,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,-1,Sem informação,973972,"Investir na ampliacao da cobertura da coleta seletiva regular com a participacao da Associacao de Catadoras e Catadores de materiais reciclaveis, por meio da aquisicao de Lixeiras subterraneas (coleta seletiva) e triciclos eletricos com espaco para transporte de residuos solidos.",0,2313302,TAUÁ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
