Ano,Dotacao_Inicial,Dotacao_Atualizada,Empenhado,Intra_Empenhado,Liquidado,Intra_Liquidado,Pct_Orcamento,Total_Municipal_Empenhado,Fonte_URL
2018,"1.258.892,26","2.220.294,80","1.659.320,55","74.344,86","1.498.521,63","74.344,86","4,0594","40.875.573,36",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2018&nr_periodo=6&co_tipo_demonstrativo=RREO&no_anexo=RREO-Anexo%2002&id_ente=1100346
