Ano,Contribuicoes_Segurados,Contribuicoes_Patronal,Total_Receitas_RPPS,Aposentadorias,Total_Despesas_RPPS,Resultado_RPPS,Fonte_URL
2019,30445786.70,79330817.60,115568092.94,79364493.96,90147746.99,25420345.95,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2019&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3530607&no_anexo=RREO-Anexo%2004
