ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2024,2024-12,Não se aplica,EM EXECUÇÃO,42000,Ministério da Cultura,420029,SECRET.DE CIDADANIA E DIVERSIDADE CULTURAL,13,Cultura,966868,ENCONTRO POPULARES DE CULTURA MG 40 ANOS consiste em pesquisa; producao e difusao do conhecimento referente ao movimento; realizacao de encontros de  integracao intergeracional visando o estimulo de redes colaborativas para promocao de acoes em prol da diversidade cultural.,116250.0,3117504,CONCEIÇÃO DO MATO DENTRO,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
