ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2016,2307106,Jardim,BOM JARDIM DE GOIÁS - GO,201629270015,DELEGADO WALDIR,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Promoção da produção agropecuária,"96.764,87","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BOM JARDIM DA SERRA - SC,S/I,Sem informação,,,Emenda de Bancada,Assistência social,Assistência comunitária,"13,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BOM JARDIM - PE,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Agricultura,Promoção da produção agropecuária,"161.625,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,JARDIM DE ANGICOS - RN,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Educação,Educação básica,"227.871,00","227.871,00","227.871,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,JARDIM - CE,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Educação,Transferências para a educação básica,"230.210,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BOM JARDIM - PE,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Educação,Educação básica,"242.100,00","242.100,00","242.100,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,JARDIM ALEGRE - PR,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Educação,Educação básica,"242.100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BELO JARDIM - PE,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Educação,Educação básica,"249.740,00","249.740,00","249.740,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BOM JARDIM - RJ,201628810006,LINDBERGH FARIAS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"399.940,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,SILVA JARDIM - RJ,201615040016,JULIO LOPES,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Promoção da produção agropecuária,"40,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BELO JARDIM - PE,201610710005,CARLOS EDUARDO CADOCA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"408.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BOM JARDIM - MA,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Agricultura,Promoção da produção agropecuária,"487.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BOM JARDIM - PE,201630530014,BETINHO GOMES,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"763.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BOM JARDIM - RJ,201626160003,GLAUBER BRAGA,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Educação básica,"100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,BELO JARDIM - PE,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Urbanismo,infra-estrutura urbana,"1.470.810,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2016,2307106,Jardim,SILVA JARDIM - RJ,201638150010,MARQUINHO MENDES,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"300,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
