ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201937660007,SOSTENES CAVALCANTE,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"200.000,00","200.000,00","200.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201932680013,LAURA CARNEIRO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"294.980,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201927860015,MARCELO MATOS,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Educação básica,"424.950,15","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201929550001,EDUARDO LOPES,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"499.980,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201927930005,WALNEY ROCHA,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Educação básica,"600.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201930780016,CRISTIANE BRASIL,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"763.000,00","763.000,00","763.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201930400006,ALEXANDRE VALLE,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"100,00","100,00","100,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201937560003,ROSANGELA GOMES,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"1.075.270,00","234.270,00","234.270,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201935780010,RODRIGO MAIA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"1.261.006,00","151.100,00","151.100,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201930400004,ALEXANDRE VALLE,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"1.400.645,00","1.400.645,00","1.400.645,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201927860007,MARCELO MATOS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"1.574.900,00","74.900,00","74.900,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2019,3302908,Miguel Pereira,MIGUEL PEREIRA - RJ,201927870004,PEDRO PAULO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"2.999.337,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
