ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2024,2024-01,TRANSFERENCIA LEGAL,INADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AAQUN,AÇÕES DE SOCORRO ASSISTENCIA E RESTABELECIMENTO,48540.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,EM EXECUÇÃO,42000,Ministério da Cultura,420045,CAIXA ECONOMICA FEDERAL - PAC/PRACAS/MINC,13,Cultura,972733,Ampliacao do palco cultural da praca municipal Atilio Mansan localizada no Centro do municipio de Maquine /RS,422965.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-05,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AARVN,AÇÕES DE SOCORRO ASSISTENCIA E RESTABELECIMENTO,734186.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-09,TRANSFERENCIA LEGAL,INADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AATRL,EXECUCAO E ACOES DE RECUPERAÇÃO NO MUNICIPIO DE MAQUINE-RS,2112594.91,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-06,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AASLD,AÇÕES DE SOCORRO ASSISTENCIA E RESTABELECIMENTO,45000.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,EM EXECUÇÃO,54000,Ministério do Turismo,540007,CAIXA - SNINFRA,23,Comércio e serviços,972357,Construcao de infraestrutura no Parque Balneario Municipal no municipio de Maquine/RS.,481104.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-05,Não se aplica,EM EXECUÇÃO,26000,Ministério da Educação,157241,CEF - PAC/FNDE,12,Educação,958325,Construcao de Creche/Escola de Educacao Infantil em MAQUINERS - FNDE - Creche Tipo 1,862010.91,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-05,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AARRA,EXECUÇÃO DE AÇÕES DE RESPOSTA NO MUNICÍPIO DE MAQUINE/RS.,200000.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-03,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AARDL,AÇÕES DE SOCORRO ASSISTENCIA E RESTABELECIMENTO,121989.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-12,Não se aplica,EM EXECUÇÃO,54000,Ministério do Turismo,540007,CAIXA - SNINFRA,23,Comércio e serviços,973394,Construcao de Centro de Apoio ao Turista no municipio de Maquine/RS.,384205.0,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2024,2024-06,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1AASUD,EXECUÇÃO DE AÇÕES DE RESPOSTA NO MUNICÍPIO DE MAQUINÉ RS,232025.6,4311775,MAQUINÉ,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
