Ano,DC_Bruta,DC_Contratual,Emprestimos,Emp_Internos,Emp_Externos,Financiamentos,Fin_Internos,Precatorios_Vencidos,Precatorios_Total,Outras_Dividas,Deducoes,Disponibilidade_Caixa_Bruta,RP_Processados,DCL,RCL,DC_pct_RCL,DCL_pct_RCL,Limite_valor,Limite_pct_RCL,Limite_Alerta_valor,Passivo_Atuarial,Fonte_URL
2025,2447539.31,2447539.31,432681.49,432681.49,0.00,0.00,0.00,0.00,294401.95,0.00,18954880.46,18927430.39,0.00,-16507341.15,48657703.11,5.1000,-34.3800,57609243.73,118.3970,51848319.36,22694994.54,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rgf?an_exercicio=2025&in_periodicidade=Q&nr_periodo=3&co_tipo_demonstrativo=RGF&co_poder=E&id_ente=3512605&no_anexo=RGF-Anexo%2002
