Ano,DC_Bruta,DC_Contratual,Emprestimos,Emp_Internos,Emp_Externos,Financiamentos,Fin_Internos,Precatorios_Vencidos,Precatorios_Total,Outras_Dividas,Deducoes,Disponibilidade_Caixa_Bruta,RP_Processados,DCL,RCL,DC_pct_RCL,DCL_pct_RCL,Limite_valor,Limite_pct_RCL,Limite_Alerta_valor,Passivo_Atuarial,Fonte_URL
2025,7343679.64,2084604.77,2084604.77,2084604.77,0.00,0.00,0.00,5201851.04,745432.39,57223.83,20694167.97,23528864.88,1733740.96,-13350488.33,106586727.44,6.9900,-12.7100,126047823.89,118.2585,113443041.50,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rgf?an_exercicio=2025&in_periodicidade=Q&nr_periodo=3&co_tipo_demonstrativo=RGF&co_poder=E&id_ente=3524600&no_anexo=RGF-Anexo%2002
