ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2024,2024-05,Não se aplica,EM EXECUÇÃO,26000,Ministério da Educação,157241,CEF - PAC/FNDE,12,Educação,958330,"Construcao de Creche, no municipio de Minador do Negrao/AL  FNDE  Creche Tipo 1.",808336.74,2705309,MINADOR DO NEGRÃO,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
