Ano,Dotacao_Inicial,Dotacao_Atualizada,Empenhado,Intra_Empenhado,Liquidado,Intra_Liquidado,Pct_Orcamento,Total_Municipal_Empenhado,Fonte_URL
2021,"38.090.500,00","35.335.900,00","29.195.877,47","392.555,70","26.814.291,06","392.555,70","2,0396","1.431.457.450,69",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2021&nr_periodo=6&co_tipo_demonstrativo=RREO&no_anexo=RREO-Anexo%2002&id_ente=3536505
