Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"75.294.598,55","75.017.986,98","74.216.132,35","276.611,57","801.854,63",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3518800
06.122 - Administração Geral,"68.871.165,98","68.850.862,50","68.717.351,78","20.303,48","133.510,72",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3518800
06.181 - Policiamento,"4.394.605,27","4.298.085,77","3.872.782,20","96.519,50","425.303,57",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3518800
06.182 - Defesa Civil,"2.028.827,30","1.869.038,71","1.625.998,37","159.788,59","243.040,34",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3518800
