Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"85.820.801,01","85.274.645,68","80.019.457,67","546.155,33","5.255.188,01",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3518800
06.122 - Administração Geral,"12.953.498,72","12.874.216,50","11.925.100,57","79.282,22","949.115,93",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3518800
06.181 - Policiamento,"65.353.798,49","65.178.161,52","61.220.846,77","175.636,97","3.957.314,75",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3518800
06.182 - Defesa Civil,"7.513.503,80","7.222.267,66","6.873.510,33","291.236,14","348.757,33",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3518800
