Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"87.833.779,15","87.833.779,15","86.568.548,82","0,00","1.265.230,33",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3518800
06.122 - Administração Geral,"81.997.227,19","81.997.227,19","81.416.644,01","0,00","580.583,18",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3518800
06.181 - Policiamento,"4.380.681,86","4.380.681,86","3.782.455,45","0,00","598.226,41",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3518800
06.182 - Defesa Civil,"1.455.870,10","1.455.870,10","1.369.449,36","0,00","86.420,74",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2020&id_ente=3518800
