ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202027590009,EROS BIONDINI,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino superior,"100.000,00","90.000,00","90.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202023680001,FABIO RAMALHO,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"100.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202041600012,MARCELO FREIXO,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino superior,"170.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202014080006,PATRUS ANANIAS,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"30,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202041560007,LEO MOTTA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"485.227,00","485.227,00","485.227,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202014080014,PATRUS ANANIAS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"499.067,00","99.067,00","99.067,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202014080002,PATRUS ANANIAS,,,Emenda Individual - Transferências com Finalidade Definida,Assistência social,Alimentação e nutrição,"50,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202039160003,AUREA CAROLINA,,,Emenda Individual - Transferências com Finalidade Definida,Cultura,Difusão cultural,"80,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202040640019,ROGERIO CORREIA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"91,00","91,00","91,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202014080017,PATRUS ANANIAS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"1.649.989,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3106200,Belo Horizonte,BELO HORIZONTE - MG,202039160008,AUREA CAROLINA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"4.326.709,00","4.326.709,00","4.326.709,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
