municipio,orgao,ano,mes,mes_nome,total_mensal,arquivo_origem,fonte,tipo
sorocaba,Urbes,2023,1,Jan,11654.83,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,2,Fev,22117.0,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,3,Mar,13551.12,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,4,Abr,20410.67,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,5,Mai,24650.92,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,6,Jun,12286.7,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,7,Jul,12769.61,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,8,Ago,12344.09,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,9,Set,18697.85,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,10,Out,34117.83,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,11,Nov,8499.37,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2023,12,Dez,24256.53,relacao_mensal_despesas_2023_lei8890_2023.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,1,Jan,8863.3,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,2,Fev,9085.62,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,3,Mar,9141.58,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,4,Abr,20750.51,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,5,Mai,11162.8,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,6,Jun,10854.02,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,7,Jul,9777.74,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,8,Ago,7014.86,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,9,Set,27289.71,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,10,Out,4927.66,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,11,Nov,5414.34,relacao_mensal_despesas_2024_lei8890_2024.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2024,12,Dez,,relacao_mensal_despesas_2024_lei8890_2024.pdf [fonte_ausente],https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,1,Jan,10680.93,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,2,Fev,15905.06,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,3,Mar,28116.14,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,4,Abr,15607.75,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,5,Mai,15212.4,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,6,Jun,16212.5,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,7,Jul,21186.5,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,8,Ago,16752.2,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,9,Set,15155.84,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,10,Out,15539.87,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,11,Nov,15266.48,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
sorocaba,Urbes,2025,12,Dez,17841.32,relacao_mensal_despesas_2025_lei8890_2025.pdf,https://www.urbes.com.br/transparencia,relacao_mensal_despesas_lei8890
