Ano,DC_Bruta,DC_Contratual,Emprestimos,Emp_Internos,Emp_Externos,Financiamentos,Fin_Internos,Precatorios_Vencidos,Precatorios_Total,Outras_Dividas,Deducoes,Disponibilidade_Caixa_Bruta,RP_Processados,DCL,RCL,DC_pct_RCL,DCL_pct_RCL,Limite_valor,Limite_pct_RCL,Limite_Alerta_valor,Passivo_Atuarial,Fonte_URL
2023,12869650.00,12869650.00,4564359.67,4564359.67,0.00,6797021.11,6797021.11,0.00,541734.26,0.00,12692571.11,14074429.56,863347.84,177078.89,94836339.02,13.5800,0.1900,113750349.62,119.9438,102375314.66,62749129.60,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rgf?an_exercicio=2023&in_periodicidade=Q&nr_periodo=3&co_tipo_demonstrativo=RGF&co_poder=E&id_ente=4126603&no_anexo=RGF-Anexo%2002
