ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2020,4106902,Curitiba,CURITIBA - PR,202026330009,ACIR GURGACZ,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202020520013,ALVARO DIAS,,,Emenda Individual - Transferências com Finalidade Definida,Defesa nacional,Atenção básica,"149.862,35","148.282,20","131.792,20",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202039110015,ALINE SLEUTJES,,,Emenda Individual - Transferências com Finalidade Definida,Direitos da cidadania,"Direitos individuais, coletivos e difusos","20,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202038360008,PAULO EDUARDO MARTINS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"300.000,00","300.000,00","300.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202040600007,LUIZAO GOULART,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"35,00","35,00","35,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202026330007,ACIR GURGACZ,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"500.000,00","500.000,00","500.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202038360003,PAULO EDUARDO MARTINS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"500.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202038360012,PAULO EDUARDO MARTINS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"50,00","50,00","50,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202038360011,PAULO EDUARDO MARTINS,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"50,00","50,00","50,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,4106902,Curitiba,CURITIBA - PR,202071170005,BANCADA DO PARANA,,,Emenda de Bancada,Saúde,Assistência hospitalar e ambulatorial,"8.345.732,00","8.345.732,00","8.345.732,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
