ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2026,2026-06,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1ABCXH,A  ES DE RESPOSTA AO MUNICIPIO DE CORONEL JOSE DIAS,845622.03,2202851,CORONEL JOSÉ DIAS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
2026,2026-03,TRANSFERENCIA LEGAL,ADIMPLENTE,53000,Ministério da Integração e do Desenvolvimento Regional,530012,SECRETARIA NACIONAL PROTECAO E DEFESA CIVIL,06,Segurança pública,1ABBTV,EXECUÇÃO DE AÇÕES DE RESPOSTA NO MUNICIPIO DE CORONAL JOSE DIAS PI,236686.5,2202851,CORONEL JOSÉ DIAS,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
