ano,municipio_codigo_sefaz_sp,municipio_nome,periodo_tipo,mes,mes_numero,icms,ipva,fund_exp_ipi,compensacoes,total,fonte_url,data_coleta_utc
2021,1004,Sao Paulo,mensal,Janeiro,1,564488764.16,1208884725.27,5061766.81,1372786.22,1779808042.47,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Fevereiro,2,369608006.49,489752982.24,4193296.12,1600100.56,865154385.41,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Março,3,854366926.47,360056440.53,4432047.38,2100633.64,1220956048.03,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Abril,4,484939502.87,117078341.16,5022397.03,1864699.57,608904940.63,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Maio,5,553680342.52,106449534.38,4358371.29,2356037.90,666844286.10,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Junho,6,631761976.33,104698543.84,4546624.59,2323154.06,743330298.82,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Julho,7,609049524.46,95858857.17,4923785.12,2485284.18,712317450.93,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Agosto,8,738749698.14,95565717.69,3928987.69,2410241.15,840654644.67,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Setembro,9,574799492.10,90136632.41,4965200.69,2563992.88,672465318.09,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Outubro,10,652814917.73,72080909.02,5209578.91,2512369.29,732617774.96,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Novembro,11,803415837.15,66735077.74,4918598.77,2409803.76,877479317.41,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,mensal,Dezembro,12,657275566.03,78488253.11,4528328.32,3035229.59,743327377.06,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
2021,1004,Sao Paulo,total_anual,Total,99,7494950554.46,2885786014.56,56088982.74,27034332.80,10463859884.56,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-08T03:06:43.423748+00:00
