ano,municipio_codigo_sefaz_sp,municipio_nome,periodo_tipo,mes,mes_numero,icms,ipva,fund_exp_ipi,compensacoes,total,fonte_url,data_coleta_utc
2023,1004,Sao Paulo,mensal,Janeiro,1,694549667.39,1618129467.84,3955542.85,1822284.19,2318456962.27,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Fevereiro,2,511551465.85,575581128.89,3000120.16,2064958.88,1092197673.78,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Março,3,557901070.41,451546819.36,3048582.06,2037306.61,1014533778.44,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Abril,4,393042647.57,362599411.34,3606635.55,1959436.36,761208130.82,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Maio,5,868617304.79,351876272.27,3328463.03,2181569.24,1226003609.33,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Junho,6,540944318.00,128964879.42,3772553.98,2087222.28,675768973.68,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Julho,7,605829429.44,134253762.14,3891250.78,1979790.80,745954233.17,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Agosto,8,664032511.09,146517327.03,3246066.79,2003846.17,815799751.08,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Setembro,9,646530836.24,121534743.88,3455519.22,2187772.68,773708872.03,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Outubro,10,744659061.49,113677154.50,4988781.49,2426473.19,865751470.67,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Novembro,11,580059907.93,94496213.83,3797074.86,2528633.95,680881830.57,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,mensal,Dezembro,12,683506634.89,129041375.95,4028298.66,2600704.31,819177013.81,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
2023,1004,Sao Paulo,total_anual,Total,99,7491224855.10,4228218556.45,44118889.44,25879998.67,11789442299.65,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-06-23T10:40:11.824606+00:00
