ano,municipio_codigo_sefaz_sp,municipio_nome,periodo_tipo,mes,mes_numero,icms,ipva,fund_exp_ipi,compensacoes,total,fonte_url,data_coleta_utc
2022,1004,Sao Paulo,mensal,Janeiro,1,652492336.43,1270990428.91,5802338.93,2290488.92,1931575593.19,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Fevereiro,2,438525915.89,429275577.07,4092103.55,2293192.07,874186788.58,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Março,3,859874419.16,351325597.54,4944546.43,3046675.12,1219191238.25,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Abril,4,634497896.48,284223074.62,4495785.06,2771320.93,925988077.09,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Maio,5,788027295.49,273152758.19,3092717.85,3787581.30,1068060352.83,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Junho,6,580897233.40,211882690.39,3546907.10,3017638.09,799344468.97,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Julho,7,672633466.54,125319334.99,3884248.52,3432777.07,805269827.12,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Agosto,8,796306216.51,127990207.33,2707767.00,3508543.72,930512734.56,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Setembro,9,594406710.57,117692139.98,4095474.21,3486688.52,719681013.28,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Outubro,10,633767158.86,99206247.72,4394180.47,3186100.09,740553687.14,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Novembro,11,669596123.21,90199372.33,3055948.03,2952385.13,765803828.71,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,mensal,Dezembro,12,660260221.77,104746864.55,3947626.59,2816249.75,771770962.66,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
2022,1004,Sao Paulo,total_anual,Total,99,7981284994.32,3486004293.62,48059643.73,36589640.70,11551938572.37,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-08-16T04:08:37.962633+00:00
