ano,municipio_codigo_sefaz_sp,municipio_nome,periodo_tipo,mes,mes_numero,icms,ipva,fund_exp_ipi,compensacoes,total,fonte_url,data_coleta_utc
2025,1004,Sao Paulo,mensal,Janeiro,1,587124549.98,1717121251.74,3699905.36,1331932.06,2309277639.14,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Fevereiro,2,623956495.75,707950642.67,4295772.80,1431328.17,1337634239.39,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Março,3,637517878.92,495613566.93,4955383.68,32609.04,1138119438.57,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Abril,4,686624538.95,434106678.67,5278488.33,1877162.64,1127886868.59,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Maio,5,635616248.77,382701676.35,4188333.44,3107010.77,1025613269.33,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Junho,6,481798087.00,126171143.03,5391891.05,38834.81,613399955.90,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Julho,7,872355708.71,145335794.47,4981272.37,2767720.90,1025440496.45,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Agosto,8,643692631.92,136313640.44,4400377.21,0.00,784406649.57,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Setembro,9,777249696.89,137824043.89,5357303.97,2683587.59,923114632.33,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Outubro,10,640496134.53,126661338.26,5337451.88,33570.21,772528494.88,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Novembro,11,590099130.30,90235886.53,4912182.05,1367171.81,686614370.69,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,mensal,Dezembro,12,925090180.09,150562032.07,5642546.73,2547869.89,1083842628.78,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
2025,1004,Sao Paulo,total_anual,Total,99,8101621281.81,4650597695.05,58440908.86,17218797.90,12827878683.62,https://www.fazenda.sp.gov.br/RepasseConsulta/Consulta/repasse.aspx,2026-07-09T06:25:42.799033+00:00
