ano,municipio,ibge7,programa,valor_repassado,data_ultimo_repasse,fonte
2019,sao_bernardo,3548708,sem_dados_sem_fonte,,,"SEM FONTE PÚBLICA AUTOMATIZÁVEL — verificado 2026-07-09, endpoint /transferencias/municipios não existe no PT-Gov v3"
