ano,municipio,ibge6,percentual_asps,despesa_saude_total,receita_impostos,despesa_saude_por_hab,pct_transferencias_sus,limite_constitucional_pct,situacao,fase
2025,sorocaba,355220,21.67,547827462.57,2528580927.11,854910768.23,55.99,15,cumprido,previsto
