ano,municipio,ibge6,percentual_asps,despesa_saude_total,receita_impostos,despesa_saude_por_hab,pct_transferencias_sus,limite_constitucional_pct,situacao,fase
2019,sorocaba,355220,27.35,359316325.92,1313721288.35,482723721.04,25.81,15,cumprido,previsto
