Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"6.218.590,52","6.147.036,68","5.705.521,51","71.553,84","441.515,17",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3510609
06.181 - Policiamento,"6.218.590,52","6.147.036,68","5.705.521,51","71.553,84","441.515,17",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3510609
