Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"6.313.689,93","5.777.291,99","5.714.797,37","211.128,09","598.892,56",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3510609
06.181 - Policiamento,"6.313.601,15","5.777.203,21","5.714.708,59","200.216,87","598.892,56",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3510609
06.182 - Defesa Civil,"88,78","88,78","88,78","10.911,22","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2022&id_ente=3510609
