ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2014,2616407,Vitória de Santo Antão,VITÓRIA DE SANTO ANTÃO - PE,S/I,Sem informação,,,Emenda Individual - Transferências com Finalidade Definida,Comércio e serviços,Turismo,"319.578,70","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2014,2616407,Vitória de Santo Antão,VITÓRIA DE SANTO ANTÃO - PE,S/I,Sem informação,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"699.975,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
