ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2017,2504603,Conde,VISCONDE DO RIO BRANCO - MG,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2504603,Conde,CACONDE - SP,S/I,Sem informação,,,Emenda de Relator,Saúde,Administração geral,"20,00","20,00","20,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2504603,Conde,CONDEÚBA - BA,S/I,Sem informação,,,Emenda de Bancada,Saúde,Saneamento básico urbano,"225.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2504603,Conde,CONDE - BA,S/I,Sem informação,,,Emenda de Relator,Desporto e lazer,Desporto comunitário,"253.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2504603,Conde,CONDE - PB,201720280014,JOSE MARANHAO,,,Emenda Individual - Transferências com Finalidade Definida,Direitos da cidadania,"Direitos individuais, coletivos e difusos","30,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2504603,Conde,SÃO FRANCISCO DO CONDE - BA,S/I,Sem informação,,,Emenda de Bancada,Saúde,Saneamento básico urbano,"355.446,43","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2504603,Conde,SÃO FRANCISCO DO CONDE - BA,S/I,Sem informação,,,Emenda de Relator,Urbanismo,infra-estrutura urbana,"493.100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2017,2504603,Conde,SÃO FRANCISCO DO CONDE - BA,REL. GERAL,RELATOR GERAL,,,Emenda de Comissão,Comércio e serviços,Turismo,"2.437.500,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
