ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2015,2509370,Mato Grosso,MATO GROSSO (UF),201523400009,BLAIRO MAGGI,,,Emenda Individual - Transferências com Finalidade Definida,Defesa nacional,Defesa naval,"249.999,35","238.829,35","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO DO SUL (UF),201529860008,AKIRA OTSUBO,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Difusão do conhecimento científico e tecnológico,"299.915,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO DO SUL (UF),201514370023,BIFFI,,,Emenda Individual - Transferências com Finalidade Definida,Indústria,Empregabilidade,"304.775,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO DO SUL (UF),201514450004,GERALDO RESENDE,,,Emenda Individual - Transferências com Finalidade Definida,Assistência social,Assistência comunitária,"412.300,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO DO SUL (UF),201514450005,GERALDO RESENDE,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"500.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO (UF),201529360006,NILSON LEITAO,,,Emenda Individual - Transferências com Finalidade Definida,Agricultura,Promoção da produção agropecuária,"500.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO (UF),201529360004,NILSON LEITAO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Atenção básica,"650.286,67","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO (UF),201529360008,NILSON LEITAO,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Educação básica,"80,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO DO SUL (UF),201528360002,FABIO TRAD,,,Emenda Individual - Transferências com Finalidade Definida,Urbanismo,infra-estrutura urbana,"1.000.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2015,2509370,Mato Grosso,MATO GROSSO DO SUL (UF),201529810013,RUBEN FIGUEIRO,,,Emenda Individual - Transferências com Finalidade Definida,Ciência e Tecnologia,Promoção comercial,"100,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
