ano,municipio_ibge,municipio_nome,localidade_do_gasto_raw,numero_emenda,autor,partido,uf_autor,tipo_emenda,funcao,subfuncao,valor_empenhado,valor_liquidado,valor_pago,fonte_api
2020,3550308,São Paulo,SÃO PAULO (UF),S/I,Sem informação,,,Emenda de Bancada,Defesa nacional,Ensino superior,"96.935,09","800,00","800,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202040120006,GUIGA PEIXOTO,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino profissional,"98.369,89","98.369,89","46.619,89",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO - SP,202037370009,ORLANDO SILVA,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"99.428,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202018760006,RUBENS BUENO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202041430001,CHICO RODRIGUES,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202039260010,CAPITAO ALBERTO NETO,,,Emenda Individual - Transferências com Finalidade Definida,Saúde,Assistência hospitalar e ambulatorial,"100.000,00","100.000,00","100.000,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202025340010,PAULO TEIXEIRA,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino superior,"100.000,00","47.600,00","47.600,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202025340012,PAULO TEIXEIRA,,,Emenda Individual - Transferências com Finalidade Definida,Trabalho,Fomento ao trabalho,"10,00","10,00","10,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202041710018,ROSANA VALLE,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino superior,"100.000,00","97.500,00","97.500,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
2020,3550308,São Paulo,SÃO PAULO (UF),202019970023,VICENTINHO,,,Emenda Individual - Transferências com Finalidade Definida,Educação,Ensino superior,"100.000,00","0,00","0,00",https://api.portaldatransparencia.gov.br/api-de-dados/emendas
