Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"12.078.015,96","11.327.666,24","11.249.002,62","750.349,72","78.663,62",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3551009
06.181 - Policiamento,"12.078.015,96","11.327.666,24","11.249.002,62","750.349,72","78.663,62",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2021&id_ente=3551009
