Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"10.009.745,34","9.949.033,56","9.828.189,90","60.711,78","120.843,66",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3551009
06.181 - Policiamento,"10.009.745,34","9.949.033,56","9.828.189,90","60.711,78","120.843,66",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2017&id_ente=3551009
