Funcao,Dotacao_Inicial,Dotacao_Atualizada,Empenhado,Liquidado,Exceto_Intra_Liquidado,Intra_Liquidado,Fonte_URL
Administração,13857722.65,22085922.65,15808620.80,15808620.80,15808620.80,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Agricultura,652534.63,581534.63,0.00,0.00,0.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Assistência Social,5091295.74,5693095.74,2115052.76,2115052.76,2115052.76,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Comunicações,130725.87,230725.87,79800.00,79800.00,79800.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Cultura,1981520.74,2433520.74,1430099.59,1430099.59,1430099.59,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Desporto e Lazer,409690.86,692690.86,336164.00,336164.00,336164.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Educação,49502043.10,63001785.10,49535036.22,49535036.22,49535036.22,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Energia,541924.35,703341.53,604939.15,604939.15,604939.15,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Gestão Ambiental,714423.35,693423.35,119576.00,119576.00,119576.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Habitação,531422.44,318422.44,0.00,0.00,0.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Judiciária,572676.73,1427676.73,1121761.30,1121761.30,1121761.30,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Legislativa,2100000.00,2100000.00,1995791.62,1556661.81,1556661.81,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Reserva de Contingência,185000.00,185000.00,0.00,0.00,0.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Saneamento,1504328.01,1013488.00,0.00,0.00,0.00,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Saúde,27851902.46,38971400.32,25842646.70,25842646.70,25842646.70,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
Urbanismo,2768402.07,1733402.07,879905.94,879905.94,879905.94,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
TOTAL,108395613.00,141865430.03,99869394.08,99430264.27,99430264.27,0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2024&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=2111706&no_anexo=RREO-Anexo%2002&co_poder=E
