ano,competencia,tipo_transferencia,modalidade_transferencia,orgao_superior_codigo,orgao_superior_nome,unidade_gestora_codigo,unidade_gestora_nome,funcao_id,funcao_descricao,acao_id,acao_descricao,valor_transferido,municipio_ibge,municipio_nome,fonte_api
2026,2026-06,Não se aplica,EM EXECUÇÃO,56000,Ministério das Cidades,175004,CAIXA ECONOMICA FEDERAL - PROGRAMAS SOCIAIS,-1,Sem informação,999728,"Regularizacao Fundiaria urbana dos nucleos urbanos consolidados: 1) Ilha Caraguata  Projeto Sao Jose; 2) Vila Esperanca - Etapa 2  fase 1; 3) Vila dos Pescadores  Etapa 2, fase 1.",0,3513504,CUBATÃO,https://api.portaldatransparencia.gov.br/api-de-dados/convenios
