Ano,Receitas_Correntes,IPTU,ISS,ITBI,IRRF,Outras_Tributarias,Transferencias_Total,FPM,ICMS,IPVA,FUNDEB,Outras_Transferencias,Receita_Servicos,Receita_Patrimonial,Receita_Contribuicoes,Outras_Correntes,Outros,Fonte_URL
2025,1072506748.15,14861402.18,138685713.16,2277230.72,65130141.58,6423616.32,694397756.01,75576360.26,259512433.14,20129992.20,61471968.15,270667768.56,870843.05,90276068.43,29045725.86,30538250.84,-0.00,https://apidatalake.tesouro.gov.br/ords/siconfi/tt/rreo?an_exercicio=2025&nr_periodo=6&co_tipo_demonstrativo=RREO&id_ente=3118007&no_anexo=RREO-Anexo%2003
