Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"59.017.786,86","57.653.235,17","57.594.281,68","1.364.551,69","58.953,49",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548708
06.122 - Administração Geral,"1.118.885,32","1.118.378,85","1.118.378,85","506,47","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548708
06.181 - Policiamento,"50.546.801,97","49.605.905,74","49.568.868,52","940.896,23","37.037,22",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548708
06.182 - Defesa Civil,"911.361,38","638.587,43","637.412,43","272.773,95","1.175,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548708
06.183 - Informação e Inteligência,"912.435,64","762.060,60","762.060,60","150.375,04","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2018&id_ente=3548708
