Subfuncao,Empenhada,Liquidada,Paga,Restos_Nao_Processados,Restos_Processados,Fonte_URL
06 - Segurança Pública,"80.052.562,41","67.723.384,50","67.645.410,84","12.329.177,91","77.973,66",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3548708
06.122 - Administração Geral,"1.721.349,47","1.720.839,04","1.720.839,04","510,43","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3548708
06.181 - Policiamento,"56.063.297,78","54.683.284,43","54.651.099,59","1.380.013,35","32.184,84",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3548708
06.182 - Defesa Civil,"19.628.486,68","8.829.401,59","8.808.355,23","10.799.085,09","21.046,36",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3548708
06.183 - Informação e Inteligência,"938.325,16","788.756,12","788.756,12","149.569,04","0,00",https://apidatalake.tesouro.gov.br/ords/siconfi/tt/dca?an_exercicio=2019&id_ente=3548708
